id,x,y,duration
2255205127,343990.3394540666,241055.73737213423,0
2255205127,343984.5872473247,241166.74055261124,44
2255205127,343963.42726630345,241287.88857754535,41
2255205127,343979.948488556,241413.3349214301,34
2255205127,343992.5660318341,241548.96649290092,45
2255205127,343972.6266847908,241660.08313028043,36
2255205127,343925.24173142144,241764.84862507193,35
2255205127,343843.64822529285,241862.36982934538,47
2255205127,343777.23752801976,241957.2040156913,42
2255205127,343677.14218848565,242034.3300438632,47
2255205127,343534.7395998873,242101.56321640144,46
2255205127,343419.3767961914,242132.21421553707,39
2255205127,343259.3529774758,242169.58859477093,49
2255205127,343141.07561905764,242207.30118076177,44
2255205127,343025.8119019611,242243.85584292538,42
2255205127,342906.69276089483,242284.70244552055,42
2255205127,342788.86225480237,242332.76225776586,48
2255205127,342677.1888716375,242373.82849240385,51
2255205127,342580.45754685067,242453.03664564568,38
2255205127,342451.8011451228,242495.6054408935,55
2255205127,342476.3969421781,242470.51168428984,52
2255205127,342573.69614451064,242396.74341851112,45
2255205127,342680.9505616148,242346.5124726236,48
2255205127,342796.7934609854,242316.2815151752,33
2255205127,342917.4468483904,242263.83798353892,46
2255205127,343040.403540236,242213.14046524232,51
2255205127,343161.3404587138,242186.73008358962,42
2255205127,343283.24040639185,242155.8574093512,45
2255205127,343400.3958036557,242125.39714586333,37
2255205127,343505.15086888504,242064.43317099486,43
2255205127,343617.3171494804,242001.5736296845,46
2255205127,343718.56538144615,241936.3314327601,40
2255205127,343801.2305170605,241845.7995908445,41
2255205127,343896.3946242186,241765.75071376568,41
2255205127,343960.290905862,241659.72222676314,38
2255205127,343993.1541505214,241546.95475683163,38
2255205127,343984.31147423293,241423.5004823811,46
2255205127,343955.21660061984,241308.82157116203,38
2255205127,343977.3090087854,241181.3177241342,43
2255205127,343986.53156951774,241063.25111145194,39
2255205127,343997.8731273221,241057.28683559038,7
2325823349,343975.41010252276,241083.1176644836,0
2325823349,343975.95360852324,241200.13973641186,41
2325823349,343957.83544431615,241308.89134947228,48
2325823349,343984.8776430912,241437.50850825594,35
2325823349,343990.3017943185,241558.23574687244,41
2325823349,343967.08359243016,241666.73440991557,34
2325823349,343922.58745319024,241775.57029632392,40
2325823349,343833.05044056673,241858.6443042492,43
2325823349,343749.37851556577,241946.52169334667,44
2325823349,343646.4178453558,242029.70113540057,47
2325823349,343537.471171872,242104.41212788498,48
2325823349,343429.2975744064,242153.9715692154,42
2325823349,343309.42443620524,242173.79490800644,37
2325823349,343177.66150707303,242199.4848611008,48
2325823349,343055.5335667366,242241.82219918206,50
2325823349,342934.0983076066,242275.69670459983,46
2325823349,342800.2756270976,242318.6729845468,43
2325823349,342682.93615027645,242375.7384375094,56
2325823349,342573.8396865484,242435.56627977145,49
2325823349,342457.5981340393,242492.063221564,43
2325823349,342521.1676428247,242466.45208396972,61
2325823349,342621.3029757284,242384.85174420668,52
2325823349,342735.2121577505,242332.95734707953,49
2325823349,342863.4789260867,242287.17610136798,55
2325823349,342984.41048276937,242243.40699060517,48
2325823349,343098.8862211918,242204.9727935238,41
