id,x,y,duration
2052251767,344623.7575793605,241445.25815723155,0
2052251767,344513.4491172794,241453.00530734676,44
2052251767,344403.7926153199,241484.55119211233,45
2052251767,344287.9878288128,241527.9888926759,67
2052251767,344261.8983211256,241637.97917311836,51
2052251767,344292.20345615665,241737.7319646416,34
2052251767,344301.43532621325,241846.60685996787,36
2052251767,344270.17421364284,241986.6042228617,55
2052251767,344212.94915238745,242091.97074052,40
2052251767,344135.26042114856,242183.75680130254,40
2052251767,344053.6794507674,242268.8199409056,37
2052251767,343955.77924904093,242341.01687656163,41
2052251767,343847.35948869097,242392.58021974016,38
2052251767,343740.48489961197,242441.56266517384,41
2052251767,343630.8639434376,242478.02044110437,39
2052251767,343508.8200805023,242499.8834891735,43
2052251767,343395.4824412725,242527.72868255794,40
2052251767,343271.58005165216,242562.4206859296,47
2052251767,343145.3147755429,242604.27353970107,51
2052251767,343028.5546696319,242650.31534480845,44
2052251767,342905.37129753944,242716.48784795293,51
2052251767,342999.0521273936,242674.48558693222,37
2052251767,343112.52236400766,242629.49715725868,40
2052251767,343238.6689770068,242580.30307553895,53
2052251767,343367.43344921665,242535.29767067678,50
2052251767,343483.3292134346,242508.07839736587,37
2052251767,343586.7209426942,242487.06886592356,32
2052251767,343706.0245923146,242457.46418734262,43
2052251767,343817.6892672747,242419.5293260002,41
2052251767,343920.06776139344,242364.94651527633,32
2052251767,344014.4216391069,242303.70732356433,35
2052251767,344107.19586698693,242225.25188767584,40
2052251767,344190.84489871253,242118.46390011808,47
2052251767,344257.80860263435,242027.8498242122,37
2052251767,344300.1989685873,241925.16607601853,31
2052251767,344307.24328005046,241808.80255921028,39
2052251767,344276.77701623185,241694.47901706997,40
2052251767,344274.7481507765,241575.03301280708,37
2052251767,344348.769545999,241503.22052038414,43
2052251767,344459.56986430875,241448.1824850582,50
2052251767,344578.0269056839,241437.30199971533,32
2052251767,344627.15038965835,241441.9785562529,19
2223877856,344614.0347250175,241440.29411461105,0
2223877856,344496.81604939536,241446.70436889067,37
2223877856,344383.6006959145,241484.09166321612,50
2223877856,344282.12512932124,241523.1868781505,71
2223877856,344262.88678744447,241648.19814698643,45
2223877856,344297.70619893284,241767.68126508157,38
2223877856,344299.2578437947,241887.46859163482,41
2223877856,344256.32947328204,242012.74379351805,46
2223877856,344197.13122757676,242106.572173752,34
2223877856,344123.6011038011,242212.9770023913,44
2223877856,344034.2499945499,242285.81543913932,37
2223877856,343925.7192276004,242352.17454848788,45
2223877856,343818.76377605164,242404.82769682066,39
2223877856,343711.20467199717,242454.04417609924,39
2223877856,343594.76717808313,242490.61147608282,51
2223877856,343457.844463761,242508.0410947288,42
2223877856,343340.93797722517,242540.9507327024,44
2223877856,343212.35291512194,242579.9466264072,41
2223877856,343102.3879792007,242620.31528965052,41
2223877856,342992.8424297285,242665.24078242527,36
2223877856,343009.4859881704,242663.74924650788,41
2223877856,343120.05026915396,242617.91777909547,45
2223877856,343250.06398071547,242569.32934175595,54
2223877856,343380.6067220747,242536.42163949826,52
2223877856,343509.26168493787,242501.65637245908,43
2223877856,343631.39450486307,242468.111037192,46
2223877856,343741.02809599147,242432.43180227833,43
2223877856,343852.9194425736,242391.3792372631,38
2223877856,343950.47123791854,242323.41312280082,30
2223877856,344057.95236860507,242255.95878134662,42
2223877856,344138.1598360966,242175.47859713563,40
2223877856,344217.66050296475,242080.6602316472,42
2223877856,344276.29323760304,241972.82407468767,43
2223877856,344307.0873017656,241855.52832469292,40
2223877856,344293.741669055,241734.81522153562,47
2223877856,344265.14673836686,241616.90225453378,40
2223877856,344286.6433531333,241503.98106053704,37
2223877856,344294.0767234637,241390.3926001637,36
2223877856,344337.62595512124,241421.51983671344,39
2223877856,344439.61323495954,241440.82177136868,34
2223877856,344552.9395816437,241436.58525552205,39
2223877856,344618.49644073856,241448.0109820983,22
2427621150,344620.5345775181,241446.1989243459,0
2427621150,344504.5754610795,241449.47426567582,37
2427621150,344395.61293054686,241481.34311105032,47
2427621150,344283.51996397146,241528.6158468853,65
2427621150,344261.6703906644,241640.98642265826,52
2427621150,344302.38617095724,241758.7075156074,44
2427621150,344303.5027320921,241890.18255093932,47
2427621150,344261.43799706036,242009.1030153297,43
2427621150,344192.46445938514,242103.30876364885,39
2427621150,344127.0727026104,242193.00887076266,35
2427621150,344029.6662730536,242283.440831411,50
2427621150,343929.26649377646,242354.34305332438,47
2427621150,343817.005532321,242411.19674165803,44
2427621150,343705.2792349591,242453.9161910619,48
2427621150,343588.51304648194,242487.15148583538,39
2427621150,343464.30772875366,242503.04284063133,50
2427621150,343339.0491586956,242543.428423637,52
2427621150,343210.18236158614,242586.32252426312,50
2427621150,343106.49785920326,242627.48028099694,34
2427621150,342983.44240692107,242680.2991458251,57
2427621150,342924.0621971237,242705.2845598096,40
2427621150,343033.70014655875,242653.347488121,41
2427621150,343149.0213701653,242607.7738996881,48
2427621150,343268.76115715975,242567.0270070181,51
2427621150,343388.3847028936,242527.50859842903,41
2427621150,343512.99782895227,242502.70910026488,46
2427621150,343632.0394822056,242473.99680172402,44
2427621150,343758.312378863,242440.83348776284,50
2427621150,343863.9212970851,242394.5414850273,43
2427621150,343974.8746153318,242329.03245129285,39
2427621150,344080.18415315764,242254.93834037596,51
2427621150,344152.817351374,242157.2242487088,45
2427621150,344241.44616290473,242051.58190543536,48
2427621150,344296.418361022,241925.67090375395,50
2427621150,344300.9063096426,241795.77583584737,48
2427621150,344272.0240304625,241677.08865760063,44
2427621150,344275.1359671319,241551.66523083817,46
2427621150,344372.51898644277,241489.05044771318,46
2427621150,344481.1902995793,241451.84589369362,37
2427621150,344590.9547870664,241444.5515945275,35
2427621150,344621.92781273555,241447.1781749471,13
2516712744,344608.5441739459,241441.604372142,0
2516712744,344497.74436058535,241453.14196814818,44
2516712744,344383.0230449793,241486.77069600974,52
2516712744,344278.59992949956,241531.14114382386,78
2516712744,344266.8988673416,241649.2470774072,44
2516712744,344299.28862838383,241763.20638038625,40
2516712744,344298.3011669031,241879.25153378805,44
2516712744,344258.6199776622,242005.14278879843,49
2516712744,344186.94974296575,242116.078232568,49
2516712744,344115.38714076334,242203.20642266312,43
2516712744,344023.3204165614,242282.87415936647,45
2516712744,343934.8321818331,242366.491622155,49
2516712744,343813.623005726,242419.37160038453,52
2516712744,343700.65923094924,242462.2221163931,41
2516712744,343593.77566608094,242480.28139143815,48
2516712744,343472.4412080378,242512.03494105785,50
2516712744,343360.6064322419,242539.07816767134,44
2516712744,343245.552217189,242575.74277984345,42
2516712744,343121.1420947824,242621.57137933746,49
2516712744,343009.44763121556,242674.20706616336,50
2516712744,342905.7867415979,242733.72442502837,50
2516712744,343004.0482100154,242672.5139960723,36
2516712744,343119.3204845356,242623.9368302627,51
2516712744,343222.5420427837,242579.67186464975,43
2516712744,343347.36608434055,242538.06657269946,61
2516712744,343459.6988429561,242512.01630131243,40
2516712744,343587.23542625585,242476.1584935299,47
2516712744,343710.88957271475,242442.92456218868,52
2516712744,343826.5431665279,242404.59255251766,56
2516712744,343933.7688362838,242351.60153591767,41
2516712744,344023.48821823415,242289.10128018312,37
2516712744,344117.1334102264,242204.73616049287,48
2516712744,344191.329140279,242101.21308479697,49
2516712744,344256.16775453766,241993.83453405875,47
2516712744,344303.01602162485,241876.84073982277,46
2516712744,344295.13249882904,241748.698948058,53
2516712744,344261.8106373143,241623.7410820083,45
2516712744,344311.0660977871,241510.60301476362,56
2516712744,344421.69405852025,241462.1303584599,47
2516712744,344537.98668240424,241440.71477466822,45
2516712744,344623.9409031785,241448.14765582798,31
2721553488,344621.0412306579,241447.7483780302,0
2721553488,344502.4768713169,241456.18213965476,38
2721553488,344392.0576320498,241487.40658776765,51
2721553488,344289.2268810437,241540.9850500882,57
2721553488,344265.311143156,241653.38831734005,54
2721553488,344305.6914268874,241767.33238553803,40
2721553488,344304.3639138492,241901.07102413714,52
2721553488,344257.6439462686,242039.1995249309,55
2721553488,344174.6986756554,242134.07182719774,44
2721553488,344106.335955905,242227.490456091,38
2721553488,343996.46484019025,242309.33246568183,53
2721553488,343884.17591270094,242373.19356210006,48
2721553488,343784.3543703676,242423.9540006612,33
2721553488,343668.0115176436,242466.52536643366,39
2721553488,343543.1835989229,242495.2180312731,50
2721553488,343418.8574766881,242516.45228633302,43
2721553488,343317.85536173324,242557.56265153748,34
2721553488,343208.76210452954,242592.24139428115,40
2721553488,343101.29869771504,242629.67752481793,40
2721553488,342986.04641124274,242679.47850666184,43
2721553488,342920.1561087279,242702.23256423278,43
2721553488,343035.15328938013,242653.7691017894,40
2721553488,343168.8343681542,242606.34323949117,58
2721553488,343277.27880684024,242569.8940706713,35
2721553488,343404.02442038746,242527.8144068576,46
2721553488,343526.8269103701,242510.3865128373,37
2721553488,343640.5669541983,242468.8545799171,48
2721553488,343761.490269842,242437.1117049369,52
2721553488,343875.3233803919,242383.90284657187,46
2721553488,343980.66229946545,242320.48574271798,33
2721553488,344070.8118751299,242245.9649431575,37
2721553488,344160.18587231415,242148.4301994664,49
2721553488,344238.8520602081,242057.40779288532,39
2721553488,344287.0711167044,241944.3969528686,41
2721553488,344299.39852662256,241826.72607407602,41
2721553488,344279.1569199162,241705.56593201892,43
2721553488,344271.7154685736,241587.9855540588,40
2721553488,344339.88829980436,241507.92208308628,46
2721553488,344456.40486407385,241452.79355341155,46
2721553488,344575.96551263396,241442.00683056994,35
2721553488,344624.841509347,241448.46719779295,16
