Country/Region,unit,1850,1851,1852,1853,1854,1855,1856,1857,1858,1859,1860,1861,1862,1863,1864,1865,1866,1867,1868,1869,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
United Kingdom,MtCO2e,158,152,152,152,176,168,178,176,174,190,209,217,212,223,238,251,258,265,261,273,279,294,308,319,313,329,330,336,333,336,362,379,383,397,390,388,386,396,410,424,431,442,438,405,454,460,474,486,490,520,527,519,537,542,545,552,569,591,580,585,590,602,576,619,603,609,626,620,585,575,590,439,550,580,604,580,378,603,577,602,584,556,541,539,571,579,605,621,603,612,636,628,629,617,606,583,605,633,650,663,681,729,717,733,752,783,786,789,780,775,816,827,834,848,857,876,876,855,872,897,923,929,905,925,879,869,872,873,872,916,835,813,795,793,755,799,814,815,813,823,812,821,799,780,771,764,786,760,758,727,725,728,707,714,711,704,697,686,665,608,623,576,592,578,537,520,495,482
