country,value,date,fuel_type
PORTUGAL,15029.0,201701,All
ROMANIA,7059.0,201701,All
SLOVAKIA,5410.0,201701,All
SLOVENIA,6472.0,201701,All
SPAIN,84515.0,201701,All
SWEDEN,23282.0,201701,All
UNITED KINGDOM,174564.0,201701,All
ICELAND,1232.0,201701,All
NORWAY,13055.0,201701,All
SWITZERLAND,19451.0,201701,All
AUSTRIA,25311.0,201702,All
BELGIUM,51942.0,201702,All
BULGARIA,1800.0,201702,All
CROATIA,2591.0,201702,All
CYPRUS,987.0,201702,All
CZECH REPUBLIC,20455.0,201702,All
DENMARK,17628.0,201702,All
ESTONIA,1611.0,201702,All
FINLAND,9164.0,201702,All
FRANCE,161874.0,201702,All
GERMANY,243602.0,201702,All
GREECE,5192.0,201702,All
HUNGARY,8000.0,201702,All
IRELAND,17085.0,201702,All
ITALY,183777.0,201702,All
LATVIA,1177.0,201702,All
LITHUANIA,1642.0,201702,All
LUXEMBOURG,4042.0,201702,All
NETHERLANDS,32329.0,201702,All
POLAND,38427.0,201702,All
PORTUGAL,18860.0,201702,All
ROMANIA,8302.0,201702,All
SLOVAKIA,8366.0,201702,All
SLOVENIA,5680.0,201702,All
SPAIN,97796.0,201702,All
SWEDEN,27735.0,201702,All
UNITED KINGDOM,83115.0,201702,All
ICELAND,1343.0,201702,All
NORWAY,11788.0,201702,All
SWITZERLAND,22809.0,201702,All
AUSTRIA,36830.0,201703,All
BELGIUM,61066.0,201703,All
BULGARIA,3005.0,201703,All
CROATIA,5355.0,201703,All
CYPRUS,1410.0,201703,All
CZECH REPUBLIC,26786.0,201703,All
DENMARK,22759.0,201703,All
ESTONIA,2232.0,201703,All
FINLAND,11202.0,201703,All
FRANCE,226134.0,201703,All
GERMANY,359683.0,201703,All
GREECE,9445.0,201703,All
HUNGARY,9924.0,201703,All
IRELAND,19896.0,201703,All
ITALY,226163.0,201703,All
LATVIA,1442.0,201703,All
LITHUANIA,2053.0,201703,All
LUXEMBOURG,5191.0,201703,All
NETHERLANDS,36789.0,201703,All
POLAND,49429.0,201703,All
PORTUGAL,25974.0,201703,All
ROMANIA,6915.0,201703,All
SLOVAKIA,9038.0,201703,All
SLOVENIA,6538.0,201703,All
SPAIN,125600.0,201703,All
SWEDEN,38387.0,201703,All
UNITED KINGDOM,562337.0,201703,All
ICELAND,1349.0,201703,All
NORWAY,13398.0,201703,All
SWITZERLAND,30509.0,201703,All
AUSTRIA,30201.0,201704,All
BELGIUM,51132.0,201704,All
BULGARIA,2479.0,201704,All
CROATIA,6213.0,201704,All
CYPRUS,1088.0,201704,All
CZECH REPUBLIC,22749.0,201704,All
DENMARK,17610.0,201704,All
ESTONIA,2226.0,201704,All
FINLAND,9394.0,201704,All
FRANCE,171871.0,201704,All
GERMANY,290697.0,201704,All
GREECE,8452.0,201704,All
HUNGARY,8681.0,201704,All
IRELAND,7842.0,201704,All
ITALY,160359.0,201704,All
LATVIA,1417.0,201704,All
LITHUANIA,2254.0,201704,All
LUXEMBOURG,4864.0,201704,All
NETHERLANDS,29360.0,201704,All
POLAND,39476.0,201704,All
PORTUGAL,18829.0,201704,All
ROMANIA,6640.0,201704,All
SLOVAKIA,7272.0,201704,All
SLOVENIA,6001.0,201704,All
SPAIN,101375.0,201704,All
SWEDEN,30476.0,201704,All
UNITED KINGDOM,152076.0,201704,All
ICELAND,2047.0,201704,All
NORWAY,11339.0,201704,All
SWITZERLAND,25815.0,201704,All
AUSTRIA,32426.0,201705,All
BELGIUM,51342.0,201705,All
BULGARIA,2457.0,201705,All
CROATIA,8045.0,201705,All
CYPRUS,1171.0,201705,All
CZECH REPUBLIC,27009.0,201705,All
DENMARK,22300.0,201705,All
ESTONIA,2571.0,201705,All
FINLAND,11055.0,201705,All
FRANCE,191416.0,201705,All
GERMANY,323952.0,201705,All
GREECE,10666.0,201705,All
HUNGARY,10952.0,201705,All
IRELAND,5988.0,201705,All
ITALY,204113.0,201705,All
LATVIA,1542.0,201705,All
LITHUANIA,2359.0,201705,All
LUXEMBOURG,5535.0,201705,All
NETHERLANDS,36484.0,201705,All
POLAND,39716.0,201705,All
PORTUGAL,23652.0,201705,All
ROMANIA,8062.0,201705,All
SLOVAKIA,9217.0,201705,All
SLOVENIA,6786.0,201705,All
SPAIN,126411.0,201705,All
SWEDEN,35326.0,201705,All
UNITED KINGDOM,186265.0,201705,All
ICELAND,3832.0,201705,All
NORWAY,14175.0,201705,All
SWITZERLAND,28411.0,201705,All
AUSTRIA,35441.0,201706,All
BELGIUM,55119.0,201706,All
BULGARIA,3206.0,201706,All
CROATIA,6680.0,201706,All
CYPRUS,1572.0,201706,All
CZECH REPUBLIC,26634.0,201706,All
DENMARK,23959.0,201706,All
ESTONIA,2666.0,201706,All
FINLAND,10860.0,201706,All
FRANCE,230926.0,201706,All
GERMANY,327693.0,201706,All
GREECE,10141.0,201706,All
HUNGARY,10820.0,201706,All
IRELAND,1396.0,201706,All
ITALY,187642.0,201706,All
LATVIA,1591.0,201706,All
LITHUANIA,2677.0,201706,All
LUXEMBOURG,5206.0,201706,All
NETHERLANDS,41309.0,201706,All
POLAND,41890.0,201706,All
PORTUGAL,24847.0,201706,All
ROMANIA,8030.0,201706,All
SLOVAKIA,9568.0,201706,All
SLOVENIA,7555.0,201706,All
SPAIN,131797.0,201706,All
SWEDEN,38324.0,201706,All
UNITED KINGDOM,243454.0,201706,All
ICELAND,3145.0,201706,All
NORWAY,14228.0,201706,All
SWITZERLAND,31923.0,201706,All
AUSTRIA,27731.0,201707,All
BELGIUM,36627.0,201707,All
BULGARIA,2463.0,201707,All
CROATIA,3977.0,201707,All
CYPRUS,1102.0,201707,All
CZECH REPUBLIC,19649.0,201707,All
DENMARK,15207.0,201707,All
ESTONIA,2018.0,201707,All
FINLAND,8854.0,201707,All
FRANCE,147518.0,201707,All
GERMANY,283080.0,201707,All
GREECE,8421.0,201707,All
HUNGARY,9334.0,201707,All
IRELAND,27725.0,201707,All
ITALY,145770.0,201707,All
LATVIA,1408.0,201707,All
LITHUANIA,1773.0,201707,All
LUXEMBOURG,4529.0,201707,All
NETHERLANDS,32466.0,201707,All
POLAND,36831.0,201707,All
PORTUGAL,17544.0,201707,All
ROMANIA,11335.0,201707,All
SLOVAKIA,8022.0,201707,All
SLOVENIA,5310.0,201707,All
SPAIN,109948.0,201707,All
SWEDEN,24722.0,201707,All
UNITED KINGDOM,161997.0,201707,All
ICELAND,1832.0,201707,All
NORWAY,11476.0,201707,All
SWITZERLAND,24885.0,201707,All
AUSTRIA,26058.0,201708,All
BELGIUM,35517.0,201708,All
BULGARIA,2344.0,201708,All
CROATIA,2405.0,201708,All
CYPRUS,703.0,201708,All
CZECH REPUBLIC,21192.0,201708,All
DENMARK,15301.0,201708,All
ESTONIA,2049.0,201708,All
FINLAND,9669.0,201708,All
FRANCE,107449.0,201708,All
GERMANY,253679.0,201708,All
GREECE,5134.0,201708,All
HUNGARY,8912.0,201708,All
IRELAND,5746.0,201708,All
ITALY,83363.0,201708,All
LATVIA,1469.0,201708,All
LITHUANIA,2087.0,201708,All
LUXEMBOURG,3428.0,201708,All
NETHERLANDS,29584.0,201708,All
POLAND,34505.0,201708,All
PORTUGAL,11937.0,201708,All
ROMANIA,12001.0,201708,All
SLOVAKIA,7265.0,201708,All
SLOVENIA,4492.0,201708,All
SPAIN,72410.0,201708,All
SWEDEN,29915.0,201708,All
UNITED KINGDOM,76433.0,201708,All
ICELAND,1521.0,201708,All
NORWAY,13415.0,201708,All
SWITZERLAND,23160.0,201708,All
AUSTRIA,29528.0,201709,All
BELGIUM,40895.0,201709,All
BULGARIA,2542.0,201709,All
CROATIA,2791.0,201709,All
CYPRUS,986.0,201709,All
CZECH REPUBLIC,20219.0,201709,All
DENMARK,14371.0,201709,All
ESTONIA,1947.0,201709,All
FINLAND,9116.0,201709,All
FRANCE,170645.0,201709,All
GERMANY,288035.0,201709,All
GREECE,5947.0,201709,All
HUNGARY,9607.0,201709,All
IRELAND,3907.0,201709,All
ITALY,166956.0,201709,All
LATVIA,1211.0,201709,All
LITHUANIA,2483.0,201709,All
LUXEMBOURG,3968.0,201709,All
NETHERLANDS,35964.0,201709,All
POLAND,37111.0,201709,All
PORTUGAL,14860.0,201709,All
ROMANIA,10425.0,201709,All
SLOVAKIA,7177.0,201709,All
SLOVENIA,5281.0,201709,All
SPAIN,83291.0,201709,All
SWEDEN,31672.0,201709,All
UNITED KINGDOM,426170.0,201709,All
ICELAND,1227.0,201709,All
NORWAY,13484.0,201709,All
SWITZERLAND,24520.0,201709,All
AUSTRIA,28244.0,201710,All
BELGIUM,43500.0,201710,All
BULGARIA,3000.0,201710,All
CROATIA,3600.0,201710,All
CYPRUS,1044.0,201710,All
CZECH REPUBLIC,23192.0,201710,All
DENMARK,18562.0,201710,All
ESTONIA,2076.0,201710,All
FINLAND,8747.0,201710,All
FRANCE,176492.0,201710,All
GERMANY,272855.0,201710,All
GREECE,6306.0,201710,All
HUNGARY,10366.0,201710,All
IRELAND,1946.0,201710,All
ITALY,157900.0,201710,All
LATVIA,1413.0,201710,All
LITHUANIA,2316.0,201710,All
LUXEMBOURG,4670.0,201710,All
NETHERLANDS,37130.0,201710,All
POLAND,40507.0,201710,All
PORTUGAL,15898.0,201710,All
ROMANIA,10036.0,201710,All
SLOVAKIA,8446.0,201710,All
SLOVENIA,6446.0,201710,All
SPAIN,94676.0,201710,All
SWEDEN,32112.0,201710,All
UNITED KINGDOM,158192.0,201710,All
ICELAND,1114.0,201710,All
NORWAY,12472.0,201710,All
SWITZERLAND,24724.0,201710,All
AUSTRIA,29547.0,201711,All
BELGIUM,39645.0,201711,All
BULGARIA,3082.0,201711,All
CROATIA,3427.0,201711,All
CYPRUS,990.0,201711,All
CZECH REPUBLIC,22925.0,201711,All
DENMARK,18051.0,201711,All
ESTONIA,2100.0,201711,All
FINLAND,9668.0,201711,All
FRANCE,180005.0,201711,All
GERMANY,302636.0,201711,All
GREECE,6523.0,201711,All
HUNGARY,12368.0,201711,All
IRELAND,686.0,201711,All
ITALY,156332.0,201711,All
LATVIA,1278.0,201711,All
LITHUANIA,2425.0,201711,All
LUXEMBOURG,4389.0,201711,All
NETHERLANDS,37713.0,201711,All
POLAND,41210.0,201711,All
PORTUGAL,17629.0,201711,All
ROMANIA,9311.0,201711,All
SLOVAKIA,8275.0,201711,All
SLOVENIA,6292.0,201711,All
SPAIN,104170.0,201711,All
SWEDEN,32484.0,201711,All
UNITED KINGDOM,163541.0,201711,All
ICELAND,1026.0,201711,All
NORWAY,13743.0,201711,All
SWITZERLAND,26749.0,201711,All
AUSTRIA,25651.0,201712,All
BELGIUM,28072.0,201712,All
BULGARIA,3064.0,201712,All
CROATIA,2024.0,201712,All
CYPRUS,713.0,201712,All
CZECH REPUBLIC,19967.0,201712,All
DENMARK,16516.0,201712,All
ESTONIA,1498.0,201712,All
FINLAND,8068.0,201712,All
FRANCE,193372.0,201712,All
GERMANY,253950.0,201712,All
GREECE,5396.0,201712,All
HUNGARY,10832.0,201712,All
IRELAND,159.0,201712,All
ITALY,121100.0,201712,All
LATVIA,1299.0,201712,All
LITHUANIA,1967.0,201712,All
LUXEMBOURG,2844.0,201712,All
NETHERLANDS,17528.0,201712,All
POLAND,48011.0,201712,All
PORTUGAL,17058.0,201712,All
ROMANIA,6967.0,201712,All
SLOVAKIA,8029.0,201712,All
SLOVENIA,4039.0,201712,All
SPAIN,102943.0,201712,All
SWEDEN,34958.0,201712,All
UNITED KINGDOM,152473.0,201712,All
ICELAND,905.0,201712,All
NORWAY,16077.0,201712,All
SWITZERLAND,31072.0,201712,All
AUSTRIA,939.0,2014Q4,Total Electrically Charged
BELGIUM,595.0,2014Q4,Total Electrically Charged
BULGARIA,2.0,2014Q4,Total Electrically Charged
CZECH REPUBLIC,241.0,2014Q4,Total Electrically Charged
DENMARK,676.0,2014Q4,Total Electrically Charged
ESTONIA,100.0,2014Q4,Total Electrically Charged
FINLAND,130.0,2014Q4,Total Electrically Charged
FRANCE,4248.0,2014Q4,Total Electrically Charged
GERMANY,3969.0,2014Q4,Total Electrically Charged
GREECE,22.0,2014Q4,Total Electrically Charged
HUNGARY,14.0,2014Q4,Total Electrically Charged
IRELAND,19.0,2014Q4,Total Electrically Charged
ITALY,492.0,2014Q4,Total Electrically Charged
LATVIA,220.0,2014Q4,Total Electrically Charged
NETHERLANDS,3241.0,2014Q4,Total Electrically Charged
POLAND,1578.0,2014Q4,Total Electrically Charged
PORTUGAL,84.0,2014Q4,Total Electrically Charged
ROMANIA,4.0,2014Q4,Total Electrically Charged
SLOVAKIA,45.0,2014Q4,Total Electrically Charged
SPAIN,644.0,2014Q4,Total Electrically Charged
SWEDEN,1203.0,2014Q4,Total Electrically Charged
UNITED KINGDOM,6086.0,2014Q4,Total Electrically Charged
NORWAY,4695.0,2014Q4,Total Electrically Charged
SWITZERLAND,818.0,2014Q4,Total Electrically Charged
AUSTRIA,345.0,2014Q4,PEV
BELGIUM,327.0,2014Q4,PEV
BULGARIA,2.0,2014Q4,PEV
CZECH REPUBLIC,102.0,2014Q4,PEV
DENMARK,676.0,2014Q4,PEV
ESTONIA,100.0,2014Q4,PEV
FINLAND,61.0,2014Q4,PEV
FRANCE,3632.0,2014Q4,PEV
GERMANY,2475.0,2014Q4,PEV
GREECE,0.0,2014Q4,PEV
HUNGARY,8.0,2014Q4,PEV
IRELAND,15.0,2014Q4,PEV
ITALY,327.0,2014Q4,PEV
LATVIA,137.0,2014Q4,PEV
NETHERLANDS,1246.0,2014Q4,PEV
POLAND,23.0,2014Q4,PEV
PORTUGAL,54.0,2014Q4,PEV
ROMANIA,4.0,2014Q4,PEV
SLOVAKIA,19.0,2014Q4,PEV
SPAIN,473.0,2014Q4,PEV
SWEDEN,281.0,2014Q4,PEV
UNITED KINGDOM,2448.0,2014Q4,PEV
NORWAY,4343.0,2014Q4,PEV
SWITZERLAND,501.0,2014Q4,PEV
AUSTRIA,594.0,2014Q4,Other Electrically Charged
BELGIUM,268.0,2014Q4,Other Electrically Charged
BULGARIA,0.0,2014Q4,Other Electrically Charged
CZECH REPUBLIC,139.0,2014Q4,Other Electrically Charged
DENMARK,0.0,2014Q4,Other Electrically Charged
ESTONIA,0.0,2014Q4,Other Electrically Charged
FINLAND,69.0,2014Q4,Other Electrically Charged
FRANCE,616.0,2014Q4,Other Electrically Charged
GERMANY,1494.0,2014Q4,Other Electrically Charged
GREECE,22.0,2014Q4,Other Electrically Charged
HUNGARY,6.0,2014Q4,Other Electrically Charged
IRELAND,4.0,2014Q4,Other Electrically Charged
ITALY,165.0,2014Q4,Other Electrically Charged
LATVIA,83.0,2014Q4,Other Electrically Charged
NETHERLANDS,1995.0,2014Q4,Other Electrically Charged
POLAND,1555.0,2014Q4,Other Electrically Charged
PORTUGAL,30.0,2014Q4,Other Electrically Charged
ROMANIA,0.0,2014Q4,Other Electrically Charged
SLOVAKIA,26.0,2014Q4,Other Electrically Charged
SPAIN,171.0,2014Q4,Other Electrically Charged
SWEDEN,922.0,2014Q4,Other Electrically Charged
UNITED KINGDOM,3638.0,2014Q4,Other Electrically Charged
NORWAY,352.0,2014Q4,Other Electrically Charged
SWITZERLAND,317.0,2014Q4,Other Electrically Charged
AUSTRIA,1463.0,2015Q1,Total AFVs incl. Electric
BELGIUM,3446.0,2015Q1,Total AFVs incl. Electric
BULGARIA,57.0,2015Q1,Total AFVs incl. Electric
CZECH REPUBLIC,1374.0,2015Q1,Total AFVs incl. Electric
DENMARK,614.0,2015Q1,Total AFVs incl. Electric
ESTONIA,100.0,2015Q1,Total AFVs incl. Electric
FINLAND,878.0,2015Q1,Total AFVs incl. Electric
FRANCE,17446.0,2015Q1,Total AFVs incl. Electric
GERMANY,12569.0,2015Q1,Total AFVs incl. Electric
GREECE,291.0,2015Q1,Total AFVs incl. Electric
HUNGARY,169.0,2015Q1,Total AFVs incl. Electric
IRELAND,992.0,2015Q1,Total AFVs incl. Electric
ITALY,60952.0,2015Q1,Total AFVs incl. Electric
LATVIA,77.0,2015Q1,Total AFVs incl. Electric
NETHERLANDS,8494.0,2015Q1,Total AFVs incl. Electric
POLAND,3179.0,2015Q1,Total AFVs incl. Electric
PORTUGAL,1047.0,2015Q1,Total AFVs incl. Electric
ROMANIA,65.0,2015Q1,Total AFVs incl. Electric
SLOVAKIA,319.0,2015Q1,Total AFVs incl. Electric
SPAIN,5003.0,2015Q1,Total AFVs incl. Electric
SWEDEN,5068.0,2015Q1,Total AFVs incl. Electric
UNITED KINGDOM,20818.0,2015Q1,Total AFVs incl. Electric
NORWAY,10901.0,2015Q1,Total AFVs incl. Electric
SWITZERLAND,2817.0,2015Q1,Total AFVs incl. Electric
AUSTRIA,455.0,2015Q1,EVs
BELGIUM,944.0,2015Q1,EVs
BULGARIA,10.0,2015Q1,EVs
CZECH REPUBLIC,86.0,2015Q1,EVs
DENMARK,610.0,2015Q1,EVs
ESTONIA,26.0,2015Q1,EVs
FINLAND,143.0,2015Q1,EVs
FRANCE,3737.0,2015Q1,EVs
GERMANY,4542.0,2015Q1,EVs
GREECE,6.0,2015Q1,EVs
HUNGARY,20.0,2015Q1,EVs
IRELAND,286.0,2015Q1,EVs
ITALY,758.0,2015Q1,EVs
LATVIA,3.0,2015Q1,EVs
NETHERLANDS,3251.0,2015Q1,EVs
POLAND,67.0,2015Q1,EVs
PORTUGAL,155.0,2015Q1,EVs
ROMANIA,1.0,2015Q1,EVs
SLOVAKIA,39.0,2015Q1,EVs
SPAIN,257.0,2015Q1,EVs
SWEDEN,1208.0,2015Q1,EVs
UNITED KINGDOM,8026.0,2015Q1,EVs
NORWAY,8099.0,2015Q1,EVs
SWITZERLAND,1106.0,2015Q1,EVs
AUSTRIA,814.0,2015Q1,HEVs
BELGIUM,2335.0,2015Q1,HEVs
BULGARIA,47.0,2015Q1,HEVs
CZECH REPUBLIC,153.0,2015Q1,HEVs
ESTONIA,60.0,2015Q1,HEVs
FINLAND,678.0,2015Q1,HEVs
FRANCE,13690.0,2015Q1,HEVs
GERMANY,4936.0,2015Q1,HEVs
GREECE,205.0,2015Q1,HEVs
HUNGARY,139.0,2015Q1,HEVs
IRELAND,706.0,2015Q1,HEVs
ITALY,6587.0,2015Q1,HEVs
LATVIA,43.0,2015Q1,HEVs
NETHERLANDS,4982.0,2015Q1,HEVs
POLAND,1451.0,2015Q1,HEVs
PORTUGAL,733.0,2015Q1,HEVs
ROMANIA,64.0,2015Q1,HEVs
SLOVAKIA,0.0,2015Q1,HEVs
SPAIN,4117.0,2015Q1,HEVs
SWEDEN,2172.0,2015Q1,HEVs
UNITED KINGDOM,12792.0,2015Q1,HEVs
NORWAY,2799.0,2015Q1,HEVs
SWITZERLAND,1487.0,2015Q1,HEVs
AUSTRIA,194.0,2015Q1,Other AFVs
BELGIUM,167.0,2015Q1,Other AFVs
CZECH REPUBLIC,1135.0,2015Q1,Other AFVs
DENMARK,4.0,2015Q1,Other AFVs
ESTONIA,14.0,2015Q1,Other AFVs
FINLAND,57.0,2015Q1,Other AFVs
FRANCE,19.0,2015Q1,Other AFVs
GERMANY,3091.0,2015Q1,Other AFVs
GREECE,80.0,2015Q1,Other AFVs
HUNGARY,10.0,2015Q1,Other AFVs
ITALY,53607.0,2015Q1,Other AFVs
LATVIA,31.0,2015Q1,Other AFVs
NETHERLANDS,261.0,2015Q1,Other AFVs
POLAND,1661.0,2015Q1,Other AFVs
PORTUGAL,159.0,2015Q1,Other AFVs
ROMANIA,0.0,2015Q1,Other AFVs
SLOVAKIA,280.0,2015Q1,Other AFVs
SPAIN,629.0,2015Q1,Other AFVs
SWEDEN,1688.0,2015Q1,Other AFVs
UNITED KINGDOM,0.0,2015Q1,Other AFVs
NORWAY,3.0,2015Q1,Other AFVs
SWITZERLAND,224.0,2015Q1,Other AFVs
AUSTRIA,1569.0,2015Q2,Total AFVs incl. Electric
BELGIUM,3077.0,2015Q2,Total AFVs incl. Electric
BULGARIA,10.0,2015Q2,Total AFVs incl. Electric
CZECH REPUBLIC,1429.0,2015Q2,Total AFVs incl. Electric
DENMARK,622.0,2015Q2,Total AFVs incl. Electric
ESTONIA,98.0,2015Q2,Total AFVs incl. Electric
FINLAND,927.0,2015Q2,Total AFVs incl. Electric
FRANCE,20420.0,2015Q2,Total AFVs incl. Electric
GERMANY,14118.0,2015Q2,Total AFVs incl. Electric
GREECE,277.0,2015Q2,Total AFVs incl. Electric
HUNGARY,259.0,2015Q2,Total AFVs incl. Electric
IRELAND,276.0,2015Q2,Total AFVs incl. Electric
ITALY,60121.0,2015Q2,Total AFVs incl. Electric
LATVIA,98.0,2015Q2,Total AFVs incl. Electric
LITHUANIA,129.0,2015Q2,Total AFVs incl. Electric
NETHERLANDS,8317.0,2015Q2,Total AFVs incl. Electric
POLAND,2312.0,2015Q2,Total AFVs incl. Electric
PORTUGAL,1251.0,2015Q2,Total AFVs incl. Electric
ROMANIA,106.0,2015Q2,Total AFVs incl. Electric
SLOVAKIA,350.0,2015Q2,Total AFVs incl. Electric
SPAIN,4955.0,2015Q2,Total AFVs incl. Electric
SWEDEN,5751.0,2015Q2,Total AFVs incl. Electric
UNITED KINGDOM,17123.0,2015Q2,Total AFVs incl. Electric
NORWAY,11614.0,2015Q2,Total AFVs incl. Electric
SWITZERLAND,3894.0,2015Q2,Total AFVs incl. Electric
AUSTRIA,434.0,2015Q2,EVs
BELGIUM,1133.0,2015Q2,EVs
BULGARIA,10.0,2015Q2,EVs
CZECH REPUBLIC,116.0,2015Q2,EVs
DENMARK,616.0,2015Q2,EVs
ESTONIA,0.0,2015Q2,EVs
FINLAND,190.0,2015Q2,EVs
FRANCE,6690.0,2015Q2,EVs
GERMANY,5111.0,2015Q2,EVs
GREECE,13.0,2015Q2,EVs
HUNGARY,15.0,2015Q2,EVs
IRELAND,82.0,2015Q2,EVs
ITALY,596.0,2015Q2,EVs
LATVIA,6.0,2015Q2,EVs
LITHUANIA,12.0,2015Q2,EVs
NETHERLANDS,3479.0,2015Q2,EVs
POLAND,67.0,2015Q2,EVs
PORTUGAL,246.0,2015Q2,EVs
ROMANIA,10.0,2015Q2,EVs
SLOVAKIA,43.0,2015Q2,EVs
SPAIN,382.0,2015Q2,EVs
SWEDEN,2160.0,2015Q2,EVs
UNITED KINGDOM,6164.0,2015Q2,EVs
NORWAY,8914.0,2015Q2,EVs
SWITZERLAND,1756.0,2015Q2,EVs
AUSTRIA,932.0,2015Q2,HEVs
BELGIUM,1618.0,2015Q2,HEVs
CZECH REPUBLIC,198.0,2015Q2,HEVs
ESTONIA,84.0,2015Q2,HEVs
FINLAND,698.0,2015Q2,HEVs
FRANCE,13712.0,2015Q2,HEVs
GERMANY,6087.0,2015Q2,HEVs
GREECE,168.0,2015Q2,HEVs
HUNGARY,190.0,2015Q2,HEVs
IRELAND,194.0,2015Q2,HEVs
ITALY,6347.0,2015Q2,HEVs
LATVIA,61.0,2015Q2,HEVs
LITHUANIA,117.0,2015Q2,HEVs
NETHERLANDS,4625.0,2015Q2,HEVs
POLAND,909.0,2015Q2,HEVs
PORTUGAL,811.0,2015Q2,HEVs
ROMANIA,96.0,2015Q2,HEVs
SLOVAKIA,6.0,2015Q2,HEVs
SPAIN,3727.0,2015Q2,HEVs
SWEDEN,1904.0,2015Q2,HEVs
UNITED KINGDOM,10959.0,2015Q2,HEVs
NORWAY,2700.0,2015Q2,HEVs
SWITZERLAND,1775.0,2015Q2,HEVs
AUSTRIA,203.0,2015Q2,Other AFVs
BELGIUM,326.0,2015Q2,Other AFVs
CZECH REPUBLIC,1115.0,2015Q2,Other AFVs
DENMARK,6.0,2015Q2,Other AFVs
ESTONIA,14.0,2015Q2,Other AFVs
FINLAND,39.0,2015Q2,Other AFVs
FRANCE,18.0,2015Q2,Other AFVs
GERMANY,2920.0,2015Q2,Other AFVs
GREECE,96.0,2015Q2,Other AFVs
HUNGARY,54.0,2015Q2,Other AFVs
ITALY,53178.0,2015Q2,Other AFVs
LATVIA,31.0,2015Q2,Other AFVs
LITHUANIA,0.0,2015Q2,Other AFVs
NETHERLANDS,213.0,2015Q2,Other AFVs
POLAND,1336.0,2015Q2,Other AFVs
PORTUGAL,194.0,2015Q2,Other AFVs
ROMANIA,0.0,2015Q2,Other AFVs
SLOVAKIA,301.0,2015Q2,Other AFVs
SPAIN,846.0,2015Q2,Other AFVs
SWEDEN,1687.0,2015Q2,Other AFVs
UNITED KINGDOM,0.0,2015Q2,Other AFVs
NORWAY,0.0,2015Q2,Other AFVs
SWITZERLAND,363.0,2015Q2,Other AFVs
AUSTRIA,1266.0,2015Q3,Total AFV incl. electric
BELGIUM,2466.0,2015Q3,Total AFV incl. electric
BULGARIA,0.0,2015Q3,Total AFV incl. electric
CZECH REPUBLIC,1328.0,2015Q3,Total AFV incl. electric
DENMARK,948.0,2015Q3,Total AFV incl. electric
ESTONIA,127.0,2015Q3,Total AFV incl. electric
FINLAND,811.0,2015Q3,Total AFV incl. electric
FRANCE,17527.0,2015Q3,Total AFV incl. electric
GERMANY,12797.0,2015Q3,Total AFV incl. electric
GREECE,353.0,2015Q3,Total AFV incl. electric
HUNGARY,337.0,2015Q3,Total AFV incl. electric
IRELAND,724.0,2015Q3,Total AFV incl. electric
ITALY,43753.0,2015Q3,Total AFV incl. electric
LATVIA,100.0,2015Q3,Total AFV incl. electric
LITHUANIA,84.0,2015Q3,Total AFV incl. electric
NETHERLANDS,10545.0,2015Q3,Total AFV incl. electric
POLAND,2876.0,2015Q3,Total AFV incl. electric
PORTUGAL,1216.0,2015Q3,Total AFV incl. electric
ROMANIA,128.0,2015Q3,Total AFV incl. electric
SLOVAKIA,273.0,2015Q3,Total AFV incl. electric
SPAIN,6143.0,2015Q3,Total AFV incl. electric
SWEDEN,5481.0,2015Q3,Total AFV incl. electric
UNITED KINGDOM,18378.0,2015Q3,Total AFV incl. electric
NORWAY,10553.0,2015Q3,Total AFV incl. electric
SWITZERLAND,3062.0,2015Q3,Total AFV incl. electric
AUSTRIA,439.0,2015Q3,EV
BELGIUM,812.0,2015Q3,EV
BULGARIA,0.0,2015Q3,EV
CZECH REPUBLIC,40.0,2015Q3,EV
DENMARK,925.0,2015Q3,EV
ESTONIA,6.0,2015Q3,EV
FINLAND,178.0,2015Q3,EV
FRANCE,4945.0,2015Q3,EV
GERMANY,5277.0,2015Q3,EV
GREECE,27.0,2015Q3,EV
HUNGARY,54.0,2015Q3,EV
IRELAND,172.0,2015Q3,EV
ITALY,337.0,2015Q3,EV
LATVIA,12.0,2015Q3,EV
LITHUANIA,12.0,2015Q3,EV
NETHERLANDS,6266.0,2015Q3,EV
POLAND,55.0,2015Q3,EV
PORTUGAL,303.0,2015Q3,EV
ROMANIA,8.0,2015Q3,EV
SLOVAKIA,10.0,2015Q3,EV
SPAIN,631.0,2015Q3,EV
SWEDEN,1693.0,2015Q3,EV
UNITED KINGDOM,6158.0,2015Q3,EV
NORWAY,7823.0,2015Q3,EV
SWITZERLAND,1427.0,2015Q3,EV
AUSTRIA,678.0,2015Q3,HEV
BELGIUM,1510.0,2015Q3,HEV
CZECH REPUBLIC,296.0,2015Q3,HEV
ESTONIA,112.0,2015Q3,HEV
FINLAND,606.0,2015Q3,HEV
FRANCE,12581.0,2015Q3,HEV
GERMANY,5372.0,2015Q3,HEV
GREECE,219.0,2015Q3,HEV
HUNGARY,248.0,2015Q3,HEV
IRELAND,552.0,2015Q3,HEV
ITALY,5113.0,2015Q3,HEV
LATVIA,52.0,2015Q3,HEV
LITHUANIA,72.0,2015Q3,HEV
NETHERLANDS,4031.0,2015Q3,HEV
POLAND,1461.0,2015Q3,HEV
PORTUGAL,776.0,2015Q3,HEV
ROMANIA,120.0,2015Q3,HEV
SLOVAKIA,46.0,2015Q3,HEV
