country,value,date,fuel_type
SPAIN,4952.0,2015Q3,HEV
SWEDEN,2166.0,2015Q3,HEV
UNITED KINGDOM,12220.0,2015Q3,HEV
NORWAY,2729.0,2015Q3,HEV
SWITZERLAND,1415.0,2015Q3,HEV
AUSTRIA,149.0,2015Q3,Other AFV 
BELGIUM,144.0,2015Q3,Other AFV 
CZECH REPUBLIC,992.0,2015Q3,Other AFV 
DENMARK,23.0,2015Q3,Other AFV 
ESTONIA,9.0,2015Q3,Other AFV 
FINLAND,27.0,2015Q3,Other AFV 
FRANCE,1.0,2015Q3,Other AFV 
GERMANY,2148.0,2015Q3,Other AFV 
GREECE,107.0,2015Q3,Other AFV 
HUNGARY,35.0,2015Q3,Other AFV 
ITALY,38303.0,2015Q3,Other AFV 
LATVIA,36.0,2015Q3,Other AFV 
LITHUANIA,0.0,2015Q3,Other AFV 
NETHERLANDS,248.0,2015Q3,Other AFV 
POLAND,1360.0,2015Q3,Other AFV 
PORTUGAL,137.0,2015Q3,Other AFV 
ROMANIA,0.0,2015Q3,Other AFV 
SLOVAKIA,217.0,2015Q3,Other AFV 
SPAIN,560.0,2015Q3,Other AFV 
SWEDEN,1622.0,2015Q3,Other AFV 
UNITED KINGDOM,0.0,2015Q3,Other AFV 
NORWAY,1.0,2015Q3,Other AFV 
SWITZERLAND,220.0,2015Q3,Other AFV 
AUSTRIA,1603.0,2015Q4,Total AFV incl. electric
BELGIUM,2501.0,2015Q4,Total AFV incl. electric
BULGARIA,1.0,2015Q4,Total AFV incl. electric
CZECH REPUBLIC,1191.0,2015Q4,Total AFV incl. electric
DENMARK,2494.0,2015Q4,Total AFV incl. electric
ESTONIA,104.0,2015Q4,Total AFV incl. electric
FINLAND,1040.0,2015Q4,Total AFV incl. electric
FRANCE,23739.0,2015Q4,Total AFV incl. electric
GERMANY,16510.0,2015Q4,Total AFV incl. electric
GREECE,393.0,2015Q4,Total AFV incl. electric
HUNGARY,291.0,2015Q4,Total AFV incl. electric
IRELAND,183.0,2015Q4,Total AFV incl. electric
ITALY,45770.0,2015Q4,Total AFV incl. electric
LATVIA,97.0,2015Q4,Total AFV incl. electric
LITHUANIA,46.0,2015Q4,Total AFV incl. electric
NETHERLANDS,33386.0,2015Q4,Total AFV incl. electric
POLAND,2825.0,2015Q4,Total AFV incl. electric
PORTUGAL,1280.0,2015Q4,Total AFV incl. electric
ROMANIA,172.0,2015Q4,Total AFV incl. electric
SLOVAKIA,193.0,2015Q4,Total AFV incl. electric
SPAIN,7048.0,2015Q4,Total AFV incl. electric
SWEDEN,7357.0,2015Q4,Total AFV incl. electric
UNITED KINGDOM,16494.0,2015Q4,Total AFV incl. electric
NORWAY,11449.0,2015Q4,Total AFV incl. electric
SWITZERLAND,3683.0,2015Q4,Total AFV incl. electric
AUSTRIA,879.0,2015Q4,EV
BELGIUM,942.0,2015Q4,EV
BULGARIA,1.0,2015Q4,EV
CZECH REPUBLIC,56.0,2015Q4,EV
DENMARK,2474.0,2015Q4,EV
ESTONIA,2.0,2015Q4,EV
FINLAND,141.0,2015Q4,EV
FRANCE,7495.0,2015Q4,EV
GERMANY,8551.0,2015Q4,EV
GREECE,21.0,2015Q4,EV
HUNGARY,41.0,2015Q4,EV
IRELAND,42.0,2015Q4,EV
ITALY,517.0,2015Q4,EV
LATVIA,4.0,2015Q4,EV
LITHUANIA,3.0,2015Q4,EV
NETHERLANDS,25227.0,2015Q4,EV
POLAND,68.0,2015Q4,EV
PORTUGAL,379.0,2015Q4,EV
ROMANIA,5.0,2015Q4,EV
SLOVAKIA,15.0,2015Q4,EV
SPAIN,951.0,2015Q4,EV
SWEDEN,3527.0,2015Q4,EV
UNITED KINGDOM,7348.0,2015Q4,EV
NORWAY,8874.0,2015Q4,EV
SWITZERLAND,1999.0,2015Q4,EV
AUSTRIA,564.0,2015Q4,HEV
BELGIUM,1423.0,2015Q4,HEV
CZECH REPUBLIC,347.0,2015Q4,HEV
ESTONIA,99.0,2015Q4,HEV
FINLAND,864.0,2015Q4,HEV
FRANCE,16047.0,2015Q4,HEV
GERMANY,6117.0,2015Q4,HEV
GREECE,261.0,2015Q4,HEV
HUNGARY,241.0,2015Q4,HEV
IRELAND,141.0,2015Q4,HEV
ITALY,7110.0,2015Q4,HEV
LATVIA,50.0,2015Q4,HEV
LITHUANIA,43.0,2015Q4,HEV
NETHERLANDS,7861.0,2015Q4,HEV
POLAND,1577.0,2015Q4,HEV
PORTUGAL,752.0,2015Q4,HEV
ROMANIA,167.0,2015Q4,HEV
SLOVAKIA,23.0,2015Q4,HEV
SPAIN,5610.0,2015Q4,HEV
SWEDEN,2468.0,2015Q4,HEV
UNITED KINGDOM,9146.0,2015Q4,HEV
NORWAY,2575.0,2015Q4,HEV
SWITZERLAND,1424.0,2015Q4,HEV
AUSTRIA,160.0,2015Q4,Other AFV 
BELGIUM,136.0,2015Q4,Other AFV 
CZECH REPUBLIC,788.0,2015Q4,Other AFV 
DENMARK,20.0,2015Q4,Other AFV 
ESTONIA,3.0,2015Q4,Other AFV 
FINLAND,35.0,2015Q4,Other AFV 
FRANCE,197.0,2015Q4,Other AFV 
GERMANY,1842.0,2015Q4,Other AFV 
GREECE,111.0,2015Q4,Other AFV 
HUNGARY,9.0,2015Q4,Other AFV 
ITALY,38143.0,2015Q4,Other AFV 
LATVIA,43.0,2015Q4,Other AFV 
LITHUANIA,0.0,2015Q4,Other AFV 
NETHERLANDS,298.0,2015Q4,Other AFV 
POLAND,1180.0,2015Q4,Other AFV 
PORTUGAL,149.0,2015Q4,Other AFV 
ROMANIA,0.0,2015Q4,Other AFV 
SLOVAKIA,155.0,2015Q4,Other AFV 
SPAIN,487.0,2015Q4,Other AFV 
SWEDEN,1362.0,2015Q4,Other AFV 
UNITED KINGDOM,0.0,2015Q4,Other AFV 
NORWAY,0.0,2015Q4,Other AFV 
SWITZERLAND,260.0,2015Q4,Other AFV 
AUSTRIA,992.0,2016Q1,BEV
BELGIUM,584.0,2016Q1,BEV
BULGARIA,1.0,2016Q1,BEV
CZECH REPUBLIC,44.0,2016Q1,BEV
DENMARK,126.0,2016Q1,BEV
ESTONIA,18.0,2016Q1,BEV
FINLAND,77.0,2016Q1,BEV
FRANCE,6022.0,2016Q1,BEV
GERMANY,2332.0,2016Q1,BEV
GREECE,4.0,2016Q1,BEV
HUNGARY,51.0,2016Q1,BEV
IRELAND,259.0,2016Q1,BEV
ITALY,404.0,2016Q1,BEV
LATVIA,5.0,2016Q1,BEV
LITHUANIA,14.0,2016Q1,BEV
NETHERLANDS,1164.0,2016Q1,BEV
POLAND,20.0,2016Q1,BEV
PORTUGAL,157.0,2016Q1,BEV
ROMANIA,5.0,2016Q1,BEV
SLOVAKIA,8.0,2016Q1,BEV
SPAIN,405.0,2016Q1,BEV
SWEDEN,663.0,2016Q1,BEV
UNITED KINGDOM,3164.0,2016Q1,BEV
NORWAY,6425.0,2016Q1,BEV
SWITZERLAND,773.0,2016Q1,BEV
AUSTRIA,272.0,2016Q1,PHEV
BELGIUM,1619.0,2016Q1,PHEV
BULGARIA,4.0,2016Q1,PHEV
DENMARK,92.0,2016Q1,PHEV
ESTONIA,0.0,2016Q1,PHEV
FINLAND,313.0,2016Q1,PHEV
FRANCE,2095.0,2016Q1,PHEV
GERMANY,3506.0,2016Q1,PHEV
GREECE,3.0,2016Q1,PHEV
HUNGARY,20.0,2016Q1,PHEV
IRELAND,99.0,2016Q1,PHEV
ITALY,413.0,2016Q1,PHEV
LATVIA,8.0,2016Q1,PHEV
NETHERLANDS,1163.0,2016Q1,PHEV
POLAND,76.0,2016Q1,PHEV
PORTUGAL,159.0,2016Q1,PHEV
SLOVAKIA,0.0,2016Q1,PHEV
SPAIN,368.0,2016Q1,PHEV
SWEDEN,1420.0,2016Q1,PHEV
UNITED KINGDOM,7031.0,2016Q1,PHEV
NORWAY,4501.0,2016Q1,PHEV
SWITZERLAND,706.0,2016Q1,PHEV
AUSTRIA,1264.0,2016Q1,Total EV
BELGIUM,2204.0,2016Q1,Total EV
BULGARIA,5.0,2016Q1,Total EV
CZECH REPUBLIC,44.0,2016Q1,Total EV
DENMARK,221.0,2016Q1,Total EV
ESTONIA,18.0,2016Q1,Total EV
FINLAND,390.0,2016Q1,Total EV
FRANCE,8117.0,2016Q1,Total EV
GERMANY,5849.0,2016Q1,Total EV
GREECE,7.0,2016Q1,Total EV
HUNGARY,71.0,2016Q1,Total EV
IRELAND,358.0,2016Q1,Total EV
ITALY,838.0,2016Q1,Total EV
LATVIA,13.0,2016Q1,Total EV
LITHUANIA,14.0,2016Q1,Total EV
NETHERLANDS,2335.0,2016Q1,Total EV
POLAND,107.0,2016Q1,Total EV
PORTUGAL,329.0,2016Q1,Total EV
ROMANIA,5.0,2016Q1,Total EV
SLOVAKIA,8.0,2016Q1,Total EV
SPAIN,811.0,2016Q1,Total EV
SWEDEN,2083.0,2016Q1,Total EV
UNITED KINGDOM,10639.0,2016Q1,Total EV
NORWAY,10931.0,2016Q1,Total EV
SWITZERLAND,1528.0,2016Q1,Total EV
AUSTRIA,576.0,2016Q1,HEV
BELGIUM,2580.0,2016Q1,HEV
BULGARIA,69.0,2016Q1,HEV
CZECH REPUBLIC,319.0,2016Q1,HEV
DENMARK,1469.0,2016Q1,HEV
ESTONIA,114.0,2016Q1,HEV
FINLAND,1106.0,2016Q1,HEV
FRANCE,14827.0,2016Q1,HEV
GERMANY,6883.0,2016Q1,HEV
GREECE,253.0,2016Q1,HEV
HUNGARY,279.0,2016Q1,HEV
IRELAND,1285.0,2016Q1,HEV
ITALY,9714.0,2016Q1,HEV
LATVIA,45.0,2016Q1,HEV
LITHUANIA,71.0,2016Q1,HEV
NETHERLANDS,1729.0,2016Q1,HEV
POLAND,2062.0,2016Q1,HEV
PORTUGAL,929.0,2016Q1,HEV
ROMANIA,126.0,2016Q1,HEV
SLOVAKIA,49.0,2016Q1,HEV
SPAIN,6383.0,2016Q1,HEV
SWEDEN,3587.0,2016Q1,HEV
UNITED KINGDOM,15075.0,2016Q1,HEV
NORWAY,3659.0,2016Q1,HEV
SWITZERLAND,1607.0,2016Q1,HEV
AUSTRIA,129.0,2016Q1,Other AFV
BELGIUM,596.0,2016Q1,Other AFV
CZECH REPUBLIC,831.0,2016Q1,Other AFV
DENMARK,46.0,2016Q1,Other AFV
ESTONIA,7.0,2016Q1,Other AFV
FINLAND,46.0,2016Q1,Other AFV
FRANCE,266.0,2016Q1,Other AFV
GERMANY,1507.0,2016Q1,Other AFV
GREECE,72.0,2016Q1,Other AFV
HUNGARY,9.0,2016Q1,Other AFV
ITALY,42578.0,2016Q1,Other AFV
LATVIA,20.0,2016Q1,Other AFV
LITHUANIA,0.0,2016Q1,Other AFV
NETHERLANDS,158.0,2016Q1,Other AFV
POLAND,1452.0,2016Q1,Other AFV
PORTUGAL,189.0,2016Q1,Other AFV
SLOVAKIA,129.0,2016Q1,Other AFV
SPAIN,405.0,2016Q1,Other AFV
SWEDEN,1095.0,2016Q1,Other AFV
UNITED KINGDOM,0.0,2016Q1,Other AFV
NORWAY,3.0,2016Q1,Other AFV
SWITZERLAND,158.0,2016Q1,Other AFV
AUSTRIA,1969.0,2016Q1,Total AFV incl. electric
BELGIUM,5380.0,2016Q1,Total AFV incl. electric
BULGARIA,74.0,2016Q1,Total AFV incl. electric
CZECH REPUBLIC,1194.0,2016Q1,Total AFV incl. electric
DENMARK,1736.0,2016Q1,Total AFV incl. electric
ESTONIA,139.0,2016Q1,Total AFV incl. electric
FINLAND,1542.0,2016Q1,Total AFV incl. electric
FRANCE,23210.0,2016Q1,Total AFV incl. electric
GERMANY,14239.0,2016Q1,Total AFV incl. electric
GREECE,332.0,2016Q1,Total AFV incl. electric
HUNGARY,359.0,2016Q1,Total AFV incl. electric
IRELAND,1643.0,2016Q1,Total AFV incl. electric
ITALY,53130.0,2016Q1,Total AFV incl. electric
LATVIA,78.0,2016Q1,Total AFV incl. electric
LITHUANIA,85.0,2016Q1,Total AFV incl. electric
NETHERLANDS,4222.0,2016Q1,Total AFV incl. electric
POLAND,3621.0,2016Q1,Total AFV incl. electric
PORTUGAL,1447.0,2016Q1,Total AFV incl. electric
ROMANIA,131.0,2016Q1,Total AFV incl. electric
SLOVAKIA,186.0,2016Q1,Total AFV incl. electric
SPAIN,7599.0,2016Q1,Total AFV incl. electric
SWEDEN,6765.0,2016Q1,Total AFV incl. electric
UNITED KINGDOM,25714.0,2016Q1,Total AFV incl. electric
NORWAY,14593.0,2016Q1,Total AFV incl. electric
SWITZERLAND,3293.0,2016Q1,Total AFV incl. electric
AUSTRIA,1016.0,2016Q2,BEV
BELGIUM,499.0,2016Q2,BEV
BULGARIA,0.0,2016Q2,BEV
CZECH REPUBLIC,42.0,2016Q2,BEV
DENMARK,140.0,2016Q2,BEV
ESTONIA,7.0,2016Q2,BEV
FINLAND,34.0,2016Q2,BEV
FRANCE,6316.0,2016Q2,BEV
GERMANY,2025.0,2016Q2,BEV
GREECE,2.0,2016Q2,BEV
HUNGARY,46.0,2016Q2,BEV
IRELAND,27.0,2016Q2,BEV
ITALY,272.0,2016Q2,BEV
LATVIA,9.0,2016Q2,BEV
LITHUANIA,33.0,2016Q2,BEV
NETHERLANDS,651.0,2016Q2,BEV
POLAND,11.0,2016Q2,BEV
PORTUGAL,181.0,2016Q2,BEV
ROMANIA,11.0,2016Q2,BEV
SLOVAKIA,15.0,2016Q2,BEV
SPAIN,441.0,2016Q2,BEV
SWEDEN,698.0,2016Q2,BEV
UNITED KINGDOM,2103.0,2016Q2,BEV
NORWAY,5319.0,2016Q2,BEV
SWITZERLAND,765.0,2016Q2,BEV
AUSTRIA,290.0,2016Q2,PHEV
BELGIUM,1824.0,2016Q2,PHEV
BULGARIA,1.0,2016Q2,PHEV
DENMARK,122.0,2016Q2,PHEV
ESTONIA,0.0,2016Q2,PHEV
FINLAND,259.0,2016Q2,PHEV
FRANCE,1730.0,2016Q2,PHEV
GERMANY,2622.0,2016Q2,PHEV
GREECE,9.0,2016Q2,PHEV
HUNGARY,31.0,2016Q2,PHEV
IRELAND,52.0,2016Q2,PHEV
ITALY,324.0,2016Q2,PHEV
LATVIA,4.0,2016Q2,PHEV
NETHERLANDS,1661.0,2016Q2,PHEV
POLAND,62.0,2016Q2,PHEV
PORTUGAL,215.0,2016Q2,PHEV
SLOVAKIA,0.0,2016Q2,PHEV
SPAIN,511.0,2016Q2,PHEV
SWEDEN,3084.0,2016Q2,PHEV
UNITED KINGDOM,6061.0,2016Q2,PHEV
NORWAY,5843.0,2016Q2,PHEV
SWITZERLAND,636.0,2016Q2,PHEV
AUSTRIA,1306.0,2016Q2,Total ECV
BELGIUM,2323.0,2016Q2,Total ECV
BULGARIA,1.0,2016Q2,Total ECV
CZECH REPUBLIC,42.0,2016Q2,Total ECV
DENMARK,267.0,2016Q2,Total ECV
ESTONIA,7.0,2016Q2,Total ECV
FINLAND,293.0,2016Q2,Total ECV
FRANCE,8047.0,2016Q2,Total ECV
GERMANY,4675.0,2016Q2,Total ECV
GREECE,11.0,2016Q2,Total ECV
HUNGARY,77.0,2016Q2,Total ECV
IRELAND,79.0,2016Q2,Total ECV
ITALY,612.0,2016Q2,Total ECV
LATVIA,13.0,2016Q2,Total ECV
LITHUANIA,33.0,2016Q2,Total ECV
NETHERLANDS,2317.0,2016Q2,Total ECV
POLAND,84.0,2016Q2,Total ECV
PORTUGAL,403.0,2016Q2,Total ECV
ROMANIA,11.0,2016Q2,Total ECV
SLOVAKIA,15.0,2016Q2,Total ECV
SPAIN,1004.0,2016Q2,Total ECV
SWEDEN,3787.0,2016Q2,Total ECV
UNITED KINGDOM,8459.0,2016Q2,Total ECV
NORWAY,11167.0,2016Q2,Total ECV
SWITZERLAND,1482.0,2016Q2,Total ECV
AUSTRIA,794.0,2016Q2,HEV
BELGIUM,2287.0,2016Q2,HEV
BULGARIA,114.0,2016Q2,HEV
CZECH REPUBLIC,357.0,2016Q2,HEV
DENMARK,1841.0,2016Q2,HEV
ESTONIA,189.0,2016Q2,HEV
FINLAND,1250.0,2016Q2,HEV
FRANCE,10615.0,2016Q2,HEV
GERMANY,7624.0,2016Q2,HEV
GREECE,439.0,2016Q2,HEV
HUNGARY,416.0,2016Q2,HEV
IRELAND,329.0,2016Q2,HEV
ITALY,9379.0,2016Q2,HEV
LATVIA,47.0,2016Q2,HEV
LITHUANIA,136.0,2016Q2,HEV
NETHERLANDS,2421.0,2016Q2,HEV
POLAND,2343.0,2016Q2,HEV
PORTUGAL,712.0,2016Q2,HEV
ROMANIA,192.0,2016Q2,HEV
SLOVAKIA,75.0,2016Q2,HEV
SPAIN,7484.0,2016Q2,HEV
SWEDEN,2822.0,2016Q2,HEV
UNITED KINGDOM,11841.0,2016Q2,HEV
NORWAY,4328.0,2016Q2,HEV
SWITZERLAND,1547.0,2016Q2,HEV
AUSTRIA,165.0,2016Q2,Other AFV
BELGIUM,877.0,2016Q2,Other AFV
CZECH REPUBLIC,854.0,2016Q2,Other AFV
DENMARK,60.0,2016Q2,Other AFV
ESTONIA,18.0,2016Q2,Other AFV
FINLAND,49.0,2016Q2,Other AFV
FRANCE,405.0,2016Q2,Other AFV
GERMANY,1797.0,2016Q2,Other AFV
GREECE,90.0,2016Q2,Other AFV
HUNGARY,15.0,2016Q2,Other AFV
ITALY,41420.0,2016Q2,Other AFV
LATVIA,11.0,2016Q2,Other AFV
NETHERLANDS,339.0,2016Q2,Other AFV
POLAND,1703.0,2016Q2,Other AFV
PORTUGAL,303.0,2016Q2,Other AFV
SLOVAKIA,152.0,2016Q2,Other AFV
SPAIN,684.0,2016Q2,Other AFV
SWEDEN,1269.0,2016Q2,Other AFV
UNITED KINGDOM,0.0,2016Q2,Other AFV
NORWAY,0.0,2016Q2,Other AFV
SWITZERLAND,242.0,2016Q2,Other AFV
AUSTRIA,2265.0,2016Q2,Total AFV incl. electric
BELGIUM,5487.0,2016Q2,Total AFV incl. electric
BULGARIA,115.0,2016Q2,Total AFV incl. electric
CZECH REPUBLIC,1253.0,2016Q2,Total AFV incl. electric
DENMARK,2168.0,2016Q2,Total AFV incl. electric
ESTONIA,214.0,2016Q2,Total AFV incl. electric
FINLAND,1592.0,2016Q2,Total AFV incl. electric
FRANCE,19067.0,2016Q2,Total AFV incl. electric
GERMANY,14096.0,2016Q2,Total AFV incl. electric
GREECE,540.0,2016Q2,Total AFV incl. electric
HUNGARY,508.0,2016Q2,Total AFV incl. electric
IRELAND,408.0,2016Q2,Total AFV incl. electric
ITALY,51411.0,2016Q2,Total AFV incl. electric
LATVIA,71.0,2016Q2,Total AFV incl. electric
LITHUANIA,169.0,2016Q2,Total AFV incl. electric
NETHERLANDS,5077.0,2016Q2,Total AFV incl. electric
POLAND,4130.0,2016Q2,Total AFV incl. electric
PORTUGAL,1418.0,2016Q2,Total AFV incl. electric
ROMANIA,203.0,2016Q2,Total AFV incl. electric
SLOVAKIA,242.0,2016Q2,Total AFV incl. electric
SPAIN,9172.0,2016Q2,Total AFV incl. electric
SWEDEN,7878.0,2016Q2,Total AFV incl. electric
UNITED KINGDOM,20300.0,2016Q2,Total AFV incl. electric
NORWAY,15495.0,2016Q2,Total AFV incl. electric
SWITZERLAND,3271.0,2016Q2,Total AFV incl. electric
AUSTRIA,911.0,2016Q3,BEV
BELGIUM,463.0,2016Q3,BEV
BULGARIA,0.0,2016Q3,BEV
CZECH REPUBLIC,44.0,2016Q3,BEV
DENMARK,437.0,2016Q3,BEV
ESTONIA,4.0,2016Q3,BEV
FINLAND,52.0,2016Q3,BEV
FRANCE,3753.0,2016Q3,BEV
GERMANY,3321.0,2016Q3,BEV
GREECE,2.0,2016Q3,BEV
HUNGARY,24.0,2016Q3,BEV
IRELAND,85.0,2016Q3,BEV
ITALY,258.0,2016Q3,BEV
LATVIA,6.0,2016Q3,BEV
LITHUANIA,6.0,2016Q3,BEV
NETHERLANDS,985.0,2016Q3,BEV
POLAND,37.0,2016Q3,BEV
PORTUGAL,208.0,2016Q3,BEV
ROMANIA,7.0,2016Q3,BEV
SLOVAKIA,14.0,2016Q3,BEV
SPAIN,315.0,2016Q3,BEV
SWEDEN,680.0,2016Q3,BEV
UNITED KINGDOM,2840.0,2016Q3,BEV
NORWAY,5741.0,2016Q3,BEV
SWITZERLAND,844.0,2016Q3,BEV
AUSTRIA,317.0,2016Q3,PHEV
BELGIUM,1662.0,2016Q3,PHEV
BULGARIA,2.0,2016Q3,PHEV
DENMARK,160.0,2016Q3,PHEV
ESTONIA,0.0,2016Q3,PHEV
FINLAND,282.0,2016Q3,PHEV
FRANCE,1749.0,2016Q3,PHEV
GERMANY,3274.0,2016Q3,PHEV
GREECE,6.0,2016Q3,PHEV
HUNGARY,62.0,2016Q3,PHEV
IRELAND,127.0,2016Q3,PHEV
ITALY,299.0,2016Q3,PHEV
LATVIA,3.0,2016Q3,PHEV
NETHERLANDS,2380.0,2016Q3,PHEV
POLAND,76.0,2016Q3,PHEV
PORTUGAL,246.0,2016Q3,PHEV
SLOVAKIA,0.0,2016Q3,PHEV
SPAIN,340.0,2016Q3,PHEV
SWEDEN,2818.0,2016Q3,PHEV
UNITED KINGDOM,6195.0,2016Q3,PHEV
NORWAY,5541.0,2016Q3,PHEV
SWITZERLAND,746.0,2016Q3,PHEV
AUSTRIA,1228.0,2016Q3,Total ECV
BELGIUM,2125.0,2016Q3,Total ECV
BULGARIA,2.0,2016Q3,Total ECV
CZECH REPUBLIC,44.0,2016Q3,Total ECV
DENMARK,612.0,2016Q3,Total ECV
ESTONIA,4.0,2016Q3,Total ECV
FINLAND,334.0,2016Q3,Total ECV
FRANCE,5504.0,2016Q3,Total ECV
GERMANY,6603.0,2016Q3,Total ECV
GREECE,8.0,2016Q3,Total ECV
HUNGARY,86.0,2016Q3,Total ECV
IRELAND,212.0,2016Q3,Total ECV
ITALY,610.0,2016Q3,Total ECV
LATVIA,9.0,2016Q3,Total ECV
LITHUANIA,6.0,2016Q3,Total ECV
NETHERLANDS,3368.0,2016Q3,Total ECV
POLAND,124.0,2016Q3,Total ECV
PORTUGAL,459.0,2016Q3,Total ECV
ROMANIA,7.0,2016Q3,Total ECV
SLOVAKIA,14.0,2016Q3,Total ECV
SPAIN,685.0,2016Q3,Total ECV
SWEDEN,3503.0,2016Q3,Total ECV
UNITED KINGDOM,9690.0,2016Q3,Total ECV
NORWAY,11287.0,2016Q3,Total ECV
SWITZERLAND,1678.0,2016Q3,Total ECV
AUSTRIA,1042.0,2016Q3,HEV
BELGIUM,2317.0,2016Q3,HEV
BULGARIA,147.0,2016Q3,HEV
CZECH REPUBLIC,404.0,2016Q3,HEV
DENMARK,936.0,2016Q3,HEV
ESTONIA,268.0,2016Q3,HEV
FINLAND,1204.0,2016Q3,HEV
FRANCE,10070.0,2016Q3,HEV
GERMANY,9195.0,2016Q3,HEV
GREECE,470.0,2016Q3,HEV
HUNGARY,449.0,2016Q3,HEV
IRELAND,843.0,2016Q3,HEV
ITALY,7773.0,2016Q3,HEV
LATVIA,79.0,2016Q3,HEV
LITHUANIA,87.0,2016Q3,HEV
NETHERLANDS,3060.0,2016Q3,HEV
POLAND,2423.0,2016Q3,HEV
PORTUGAL,688.0,2016Q3,HEV
ROMANIA,310.0,2016Q3,HEV
SLOVAKIA,89.0,2016Q3,HEV
SPAIN,7936.0,2016Q3,HEV
SWEDEN,3754.0,2016Q3,HEV
UNITED KINGDOM,14258.0,2016Q3,HEV
NORWAY,5043.0,2016Q3,HEV
SWITZERLAND,2420.0,2016Q3,HEV
AUSTRIA,77.0,2016Q3,Other AFV
BELGIUM,391.0,2016Q3,Other AFV
CZECH REPUBLIC,733.0,2016Q3,Other AFV
DENMARK,0.0,2016Q3,Other AFV
ESTONIA,0.0,2016Q3,Other AFV
FINLAND,38.0,2016Q3,Other AFV
FRANCE,383.0,2016Q3,Other AFV
GERMANY,1358.0,2016Q3,Other AFV
GREECE,77.0,2016Q3,Other AFV
HUNGARY,6.0,2016Q3,Other AFV
ITALY,27960.0,2016Q3,Other AFV
LATVIA,26.0,2016Q3,Other AFV
NETHERLANDS,373.0,2016Q3,Other AFV
POLAND,1425.0,2016Q3,Other AFV
PORTUGAL,192.0,2016Q3,Other AFV
ROMANIA,0.0,2016Q3,Other AFV
SLOVAKIA,101.0,2016Q3,Other AFV
SPAIN,277.0,2016Q3,Other AFV
SWEDEN,967.0,2016Q3,Other AFV
UNITED KINGDOM,0.0,2016Q3,Other AFV
NORWAY,1.0,2016Q3,Other AFV
SWITZERLAND,207.0,2016Q3,Other AFV
AUSTRIA,2347.0,2016Q3,Total AFV incl. electric
BELGIUM,4833.0,2016Q3,Total AFV incl. electric
BULGARIA,149.0,2016Q3,Total AFV incl. electric
CZECH REPUBLIC,1181.0,2016Q3,Total AFV incl. electric
DENMARK,1548.0,2016Q3,Total AFV incl. electric
ESTONIA,272.0,2016Q3,Total AFV incl. electric
FINLAND,1576.0,2016Q3,Total AFV incl. electric
FRANCE,15957.0,2016Q3,Total AFV incl. electric
GERMANY,17156.0,2016Q3,Total AFV incl. electric
GREECE,555.0,2016Q3,Total AFV incl. electric
HUNGARY,541.0,2016Q3,Total AFV incl. electric
IRELAND,1055.0,2016Q3,Total AFV incl. electric
ITALY,36343.0,2016Q3,Total AFV incl. electric
LATVIA,114.0,2016Q3,Total AFV incl. electric
LITHUANIA,93.0,2016Q3,Total AFV incl. electric
NETHERLANDS,6801.0,2016Q3,Total AFV incl. electric
POLAND,3972.0,2016Q3,Total AFV incl. electric
PORTUGAL,1339.0,2016Q3,Total AFV incl. electric
ROMANIA,317.0,2016Q3,Total AFV incl. electric
SLOVAKIA,204.0,2016Q3,Total AFV incl. electric
SPAIN,8898.0,2016Q3,Total AFV incl. electric
SWEDEN,8224.0,2016Q3,Total AFV incl. electric
UNITED KINGDOM,23948.0,2016Q3,Total AFV incl. electric
NORWAY,16331.0,2016Q3,Total AFV incl. electric
SWITZERLAND,4305.0,2016Q3,Total AFV incl. electric
AUSTRIA,907.0,2016Q4,BEV
BELGIUM,508.0,2016Q4,BEV
BULGARIA,5.0,2016Q4,BEV
CZECH REPUBLIC,70.0,2016Q4,BEV
DENMARK,650.0,2016Q4,BEV
ESTONIA,6.0,2016Q4,BEV
FINLAND,59.0,2016Q4,BEV
FRANCE,5660.0,2016Q4,BEV
GERMANY,3732.0,2016Q4,BEV
GREECE,1.0,2016Q4,BEV
HUNGARY,51.0,2016Q4,BEV
IRELAND,21.0,2016Q4,BEV
ITALY,439.0,2016Q4,BEV
LATVIA,5.0,2016Q4,BEV
LITHUANIA,11.0,2016Q4,BEV
NETHERLANDS,1221.0,2016Q4,BEV
POLAND,44.0,2016Q4,BEV
PORTUGAL,218.0,2016Q4,BEV
ROMANIA,51.0,2016Q4,BEV
SLOVAKIA,22.0,2016Q4,BEV
SPAIN,844.0,2016Q4,BEV
SWEDEN,904.0,2016Q4,BEV
UNITED KINGDOM,2157.0,2016Q4,BEV
NORWAY,6737.0,2016Q4,BEV
SWITZERLAND,913.0,2016Q4,BEV
AUSTRIA,358.0,2016Q4,PHEV
BELGIUM,1793.0,2016Q4,PHEV
BULGARIA,4.0,2016Q4,PHEV
DENMARK,225.0,2016Q4,PHEV
ESTONIA,0.0,2016Q4,PHEV
FINLAND,354.0,2016Q4,PHEV
FRANCE,1855.0,2016Q4,PHEV
GERMANY,4349.0,2016Q4,PHEV
GREECE,5.0,2016Q4,PHEV
HUNGARY,58.0,2016Q4,PHEV
IRELAND,17.0,2016Q4,PHEV
ITALY,292.0,2016Q4,PHEV
LATVIA,3.0,2016Q4,PHEV
NETHERLANDS,13408.0,2016Q4,PHEV
POLAND,80.0,2016Q4,PHEV
PORTUGAL,305.0,2016Q4,PHEV
