"Source: Parline database on national parliaments (https://data.ipu.org).","",""
"Copyright: Inter-Parliamentary Union. Terms of use: https://www.ipu.org/terms-use","",""
"Field name: Current number of members","",""
"Reference year: 1958","",""
"Exported on: 2019-12-30","",""
"","",""
"Country","Chamber","Current number of members"
"Argentina","Senate","42"
"Australia","Senate","60"
"Austria","Federal Council","48"
"Belgium","Senate","175"
"Bolivia (Plurinational State of)","Chamber of Senators","18"
"Brazil","Federal Senate","63"
"Cambodia","Senate","28"
"Canada","Senate","93"
"Chile","Senate","45"
"Colombia","Senate","80"
"Dominican Republic","Senate","24"
"Ethiopia","House of the Federation","35"
"France","Senate","314"
"Haiti","Senate","21"
"India","Council of States","232"
"Ireland","Senate","60"
"Italy","Senate","249"
"Japan","House of Councillors","250"
"Jordan","Senate","20"
"Netherlands","Senate","75"
"Philippines","Senate","8"
"South Africa","National Council of Provinces","89"
"United States of America","Senate","100"
"Uruguay","Senate","30"
