"Source: Parline database on national parliaments (https://data.ipu.org).","",""
"Copyright: Inter-Parliamentary Union. Terms of use: https://www.ipu.org/terms-use","",""
"Field name: Current number of members","",""
"Reference year: 1996","",""
"Exported on: 2019-12-30","",""
"","",""
"Country","Chamber","Current number of members"
"Antigua and Barbuda","Senate","17"
"Argentina","Senate","72"
"Australia","Senate","76"
"Austria","Federal Council","62"
"Bahamas","Senate","16"
"Barbados","Senate","21"
"Belgium","Senate","71"
"Belize","Senate","10"
"Bolivia (Plurinational State of)","Chamber of Senators","27"
"Brazil","Federal Senate","81"
"Canada","Senate","104"
"Chile","Senate","46"
"Colombia","Senate","102"
"Congo","Senate","60"
"Czech Republic","Senate","81"
"Dominican Republic","Senate","30"
"Eswatini","Senat","30"
"Ethiopia","House of the Federation","108"
"France","Senate","321"
"Germany","Federal Council","68"
"Haiti","Senate","27"
"India","Council of States","245"
"Ireland","Senate","60"
"Italy","Senate","326"
"Jamaica","Senate","21"
"Japan","House of Councillors","252"
"Jordan","Senate","40"
"Kazakhstan","Senate","40"
"Lesotho","Senate","33"
"Malaysia","Senate","52"
"Mexico","Senate","128"
"Nepal","National Assembly","60"
"Netherlands","Senate","75"
"Pakistan","Senate","87"
"Palau","Senate","14"
"Paraguay","Senate","45"
"Philippines","Senate","24"
"Poland","Senate","100"
"Romania","Senate","143"
"Russian Federation","Council of the Federation","176"
"Saint Lucia","Senate","11"
"South Africa","National Council of Provinces","90"
"Spain","Senate","256"
"Switzerland","Council of States","46"
"Trinidad and Tobago","Senate","31"
"United Kingdom","House of Lords","1200"
"United States of America","Senate","100"
"Uruguay","Senate","30"
