pdes,diameter
"1995 SA4",
"1995 UB",
"1995 UC2",
"1996 AP1",
"1996 AE2",
"1996 BT",
"1996 BA1",
"1996 BG1",
"1996 FT1",
"1996 FQ3",
"1996 GQ",0.208
"1996 HN",
"1996 JA1",
"1996 KE",
"1996 MQ",
"1996 TC1",
"1996 TP6",
"1996 TD9",
"1996 VB3",
"1996 VZ4",
"1996 XZ12",
"1996 XX14",
"1997 AC11",
"1997 CD17",
"1997 EN23",
"1997 GK3",
"1997 GL3",
"1997 GD32",
"1997 MS",
"1997 PN",
"1997 QK1",
"1997 RT",
"1997 TZ16",
"1997 TC25",
"1997 TT25",
"1997 UR",
"1997 UZ10",
"1997 UA11",
"1997 VG",
"1997 VN4",
"1997 VG6",
"1997 WQ23",
"1997 XS2",
"1997 XE10",
"1997 YM9",
"1997 YR10",
"1998 BY7",
"1998 BT13",
"1998 BR26",
"1998 DX11",
"1998 DV20",
"1998 DK36",
"1998 EE3",
"1998 EP4",
"1998 FL5",
"1998 FM9",
"1998 FG12",
"1998 FJ74",
"1998 GC1",
"1998 GL10",
"1998 HH1",
"1998 HM1",
"1998 HN3",
"1998 HT31",
"1998 HH49",
"1998 KH",
"1998 KD3",
"1998 KF3",
"1998 KO3",
"1998 KJ17",
"1998 KY26",0.03
"1998 LE",
"1998 MS2",
"1998 MV5",
"1998 MR24",
"1998 OP4",
"1998 QQ",
"1998 QH1",
"1998 QV3",
"1998 QH28",
"1998 QK28",
"1998 QQ52",
"1998 QA62",
"1998 QA105",
"1998 SG2",
"1998 SH2",
"1998 SS4",
"1998 SU4",
"1998 SD9",
"1998 SY14",
"1998 SZ14",
"1998 SE35",
"1998 SL36",
"1998 TT3",
"1998 UR",
"1998 UM1",
"1998 US18",
"1998 UY24",
"1998 VP",
"1998 VS",
"1998 VE31",
"1998 VD32",
"1998 WY1",
"1998 WA2",
"1998 WB2",0.150
"1998 WL4",
"1998 WR5",
"1998 XD12",
"1998 XN17",
"1999 AF4",
"1999 AM10",
"1999 AO10",
"1999 BO",
"1999 BL33",
"1999 CQ2",
"1999 CG9",
"1999 DB2",
"1999 DY2",
"1999 DJ3",
"1999 EO3",
"1999 EF5",
"1999 FR5",
"1999 FQ10",
"1999 FN19",
"1999 FP19",
"1999 FR19",
"1999 FJ21",
"1999 GL4",
"1999 GR6",
"1999 HC1",
"1999 HV1",
"1999 HW1",
"1999 HX1",
"1999 JZ10",
"1999 KL1",
"1999 LJ1",
"1999 LT1",
"1999 LW1",
"1999 LX1",
"1999 LD6",
"1999 LE6",
"1999 LV7",
"1999 LD30",
"1999 NW2",
"1999 OQ3",
"1999 PS3",
"1999 RU2",
"1999 RN28",
"1999 RP28",
"1999 RQ28",
"1999 RZ31",
"1999 RA32",
"1999 RB32",
"1999 RJ33",
"1999 RK33",
"1999 RO36",
"1999 RM45",
"1999 SE10",
"1999 SF10",
"1999 SG10",
"1999 SH10",
"1999 SJ10",
"1999 SK10",
"1999 TY2",
"1999 TA5",
"1999 TD5",
"1999 TE5",
"1999 TM12",
"1999 TM13",
"1999 TN13",
"1999 TO13",
"1999 TT16",
"1999 TU16",
"1999 TV16",
"1999 TW16",
"1999 UQ",
"1999 UR",
"1999 UZ5",
"1999 VT",
"1999 VR6",
"1999 VN11",
"1999 VK12",
"1999 VX15",
"1999 VU25",
"1999 VV25",
"1999 VW25",
"1999 VX25",
"1999 XS35",
"1999 XK136",0.811
"1999 XN141",
"1999 YD",
"2000 AA6",0.316
"2000 AB6",
"2000 AG6",
"2000 AE205",
"2000 AG205",0.955
"2000 AH205",
"2000 BH19",
"2000 BK19",
"2000 BO19",
"2000 BO28",
"2000 CL33",
"2000 CM33",
"2000 CN33",
"2000 CO33",
"2000 CK59",
"2000 CP101",
"2000 CR101",
"2000 DN1",
"2000 DL8",
"2000 DO8",
"2000 DV110",
"2000 EB14",
"2000 EM26",
"2000 EU70",
"2000 EC104",
"2000 EY106",
"2000 EZ106",
"2000 FP10",
"2000 FX13",
"2000 GB2",
"2000 GT127",
"2000 GV127",
"2000 GW127",
"2000 GC147",
"2000 HB24",
"2000 HO40",
"2000 HP40",
"2000 JF5",
"2000 JX8",
"2000 JZ8",
"2000 KA",
"2000 KC",
"2000 KL33",
"2000 KE41",
"2000 KP44",
"2000 LK",
"2000 LD3",
"2000 LF3",
"2000 LG6",
"2000 LK10",
"2000 NQ11",
"2000 OH8",
"2000 OK8",
"2000 PN",
"2000 PE3",
"2000 PF5",
"2000 PY5",
"2000 PH8",
"2000 PN8",
"2000 PP9",
"2000 PQ27",
"2000 QS7",
"2000 QT7",
"2000 QV7",
"2000 QX69",
"2000 QJ130",
"2000 QL130",
"2000 QO130",
"2000 RJ12",
"2000 RK12",
"2000 RN12",
"2000 RD52",
"2000 RE52",0.149
"2000 RF52",
"2000 RK60",
"2000 SE8",
"2000 SF8",
"2000 SG8",
"2000 SJ8",
"2000 SL10",
"2000 SM10",
"2000 SN10",
"2000 SU20",
"2000 SB25",
"2000 SR43",
"2000 SS43",
"2000 SZ44",
"2000 SB45",
"2000 SZ162",
"2000 SC241",
"2000 SG344",
"2000 TH1",
"2000 TL1",
"2000 TE2",
"2000 TU28",
"2000 TV28",
"2000 UK11",
"2000 UR16",
"2000 UO30",
"2000 UQ30",
"2000 UY33",
"2000 VZ44",
"2000 WC1",
"2000 WG10",
"2000 WH10",
"2000 WM10",
"2000 WP19",
"2000 WS28",
"2000 WT28",
"2000 WX28",
"2000 WG63",
"2000 WH63",
"2000 WJ63",
"2000 WL63",
"2000 WM63",
"2000 WJ107",
"2000 WL107",
"2000 WM107",
"2000 WN148",
"2000 WO148",
"2000 WQ148",
"2000 XF44",
"2000 XJ44",
"2000 YA",
"2000 YG4",
"2000 YG29",
"2000 YS134",
"2000 YT134",
"2001 AV43",
"2001 BF10",
"2001 BX15",
"2001 BY15",
"2001 BA16",
"2001 BB16",
"2001 BC16",
"2001 BD16",
"2001 BE16",
"2001 BB40",
"2001 BO60",
"2001 BM61",
"2001 BN61",
"2001 BP61",
"2001 CA21",
"2001 CP36",
"2001 CQ36",
"2001 DS8",
"2001 DT8",
"2001 DG47",
"2001 DZ76",
"2001 DC77",
"2001 EC",
"2001 EC16",
"2001 ED18",
"2001 FZ",
"2001 FE7",
"2001 FP32",
"2001 FA58",
"2001 FB58",
"2001 FC58",
"2001 FR85",
"2001 FB90",
"2001 FC90",
"2001 FF90",
"2001 FO127",
"2001 FR128",
"2001 GL2",
"2001 GM2",
"2001 GO2",
"2001 GP2",
"2001 GR2",
"2001 GS2",
"2001 GT2",
"2001 HW7",
"2001 HX7",
"2001 HJ31",
"2001 HK31",
"2001 HL31",
"2001 JV1",
"2001 JW1",
"2001 KW18",
"2001 KM20",
"2001 KO41",
"2001 KF54",
"2001 KD55",
"2001 KU66",
"2001 KD68",
"2001 LD",
"2001 LD6",
"2001 MD1",
"2001 MS3",
"2001 MY7",
"2001 NY1",
"2001 NJ6",
"2001 ND13",
"2001 NE13",
"2001 OT",
"2001 OD3",
"2001 OE3",
"2001 OV13",
"2001 OX13",
"2001 OF25",
"2001 OC36",
"2001 PJ",
"2001 PH9",
"2001 PU9",
"2001 PF14",
"2001 PG14",
"2001 PJ29",
"2001 QJ",
"2001 QB34",
"2001 QC34",
"2001 QD34",
"2001 QE34",
"2001 QE71",
"2001 QE96",
"2001 QF96",
"2001 QJ96",
"2001 QG142",
"2001 QJ142",
"2001 QM142",
"2001 QN142",
"2001 QO142",
"2001 QP142",
"2001 QK153",
"2001 QL153",
"2001 QL163",
"2001 QM163",
"2001 RO3",
"2001 RP3",
"2001 RQ17",
"2001 RW17",
"2001 RX17",
"2001 RA18",
"2001 RX47",
"2001 SQ3",
"2001 SJ9",
"2001 SY169",
"2001 SZ169",
"2001 SA170",
"2001 SB170",
"2001 SC170",
"2001 SJ262",0.34
"2001 SO263",
"2001 SP263",
"2001 SQ263",
"2001 SR263",
"2001 SL264",
"2001 SX269",
"2001 SY269",
"2001 SZ269",
"2001 SD270",
"2001 SE270",
"2001 SH276",
"2001 SD286",
"2001 SG286",
"2001 SS287",
"2001 TB",
"2001 TC",
"2001 TD",
"2001 TY1",
"2001 TA2",
"2001 TB2",
"2001 TY44",
"2001 TB45",
"2001 TC45",
"2001 TE45",
"2001 UO",
"2001 UP",
"2001 UX4",
"2001 UZ4",
"2001 UB5",
"2001 UC5",
"2001 UD5",
"2001 UE5",
"2001 UF5",
"2001 UN16",
"2001 UP16",
"2001 UQ16",
"2001 UT16",
"2001 UU16",
"2001 UW17",
"2001 UD18",
"2001 UE18",
"2001 UG18",
"2001 UO27",
"2001 UU92",
"2001 UQ163",
"2001 VB",
"2001 VC2",
"2001 VD2",
"2001 VE2",
"2001 VF2",
"2001 VH5",
"2001 VJ5",
"2001 VM5",
"2001 VG16",
"2001 VF75",
"2001 VJ75",
"2001 VC76",
"2001 VE76",
"2001 WH1",
"2001 WV1",
"2001 WH2",
"2001 WJ4",
"2001 WR5",
"2001 WJ15",
"2001 WK15",
"2001 WM15",
"2001 WN15",
"2001 WO15",
"2001 WP15",
"2001 WF49",
"2001 WH49",
"2001 XP",
"2001 XQ",
"2001 XG1",
"2001 XU4",
"2001 XX4",
"2001 XW10",
"2001 XH16",
"2001 XP31",
"2001 XQ31",
"2001 XO88",
"2001 XX103",
"2001 XG105",
"2001 XK105",
"2001 YA1",
"2001 YB1",
"2001 YC1",
"2001 YD1",
"2001 YE1",
"2001 YM2",
"2001 YN2",
"2001 YO2",
"2001 YP3",
"2001 YR3",
"2001 YT3",
"2001 YU3",
"2001 YV3",
"2001 YM4",
"2001 YB5",
"2001 YX11",
"2002 AV",
"2002 AY1",
"2002 AZ1",
"2002 AA2",
"2002 AB2",
"2002 AQ2",
"2002 AY3",
"2002 AR4",
"2002 AS4",
"2002 AT4",
"2002 AC9",
"2002 AO11",
"2002 AK14",
"2002 AA29",
"2002 AD29",
"2002 AE29",
"2002 AF29",
"2002 AH29",
"2002 AL31",
"2002 AJ69",
"2002 AN129",
"2002 AR129",
"2002 BG",
"2002 BM",
"2002 BA1",
"2002 BJ2",
"2002 BM5",
"2002 BF25",0.152
"2002 BG25",
"2002 BM26",0.84
"2002 CP4",
"2002 CY9",
"2002 CR11",
"2002 CS11",
"2002 CV11",
"2002 CW11",
"2002 CC14",
"2002 CD14",
"2002 CN15",
"2002 CB19",
"2002 CA26",
"2002 CB26",
"2002 CC26",
"2002 CT46",0.16
"2002 CU46",
"2002 CV46",
"2002 CX58",0.13
"2002 DH2",
"2002 DC3",
"2002 DO3",
"2002 DQ3",
"2002 EA",
"2002 EC",
"2002 EV",
"2002 EW",
"2002 EY",
"2002 EH1",
"2002 EY2",
"2002 EC3",
"2002 EM7",
"2002 EN7",
"2002 EW8",
"2002 EX8",
"2002 ES11",
"2002 ET11",
"2002 EU11",
"2002 EV11",
"2002 EW11",
"2002 EY11",
"2002 EG116",
"2002 FB",
"2002 FC",
"2002 FW1",
"2002 FP5",
"2002 FQ5",
"2002 FT5",
"2002 FU5",
"2002 FS6",
"2002 FT6",
"2002 GQ",
"2002 GR",
"2002 GG1",
"2002 GJ1",
"2002 GK1",
"2002 GM5",
"2002 GN5",
"2002 GP5",
"2002 GQ5",
"2002 GF8",
"2002 GG8",
"2002 GJ8",
"2002 GZ8",
"2002 GD10",
"2002 HE8",
"2002 HP11",
"2002 JS2",
"2002 JX8",
"2002 JZ8",
"2002 JC9",
"2002 JD9",
"2002 JE9",
"2002 JQ9",
"2002 JU15",
"2002 JQ97",
"2002 JQ100",
"2002 JR100",0.028
"2002 JD109",
"2002 KK3",
"2002 KM3",
"2002 KG4",
"2002 KK8",
"2002 LK",
"2002 LW",
"2002 LX",
"2002 LY1",
"2002 LG3",
"2002 LH3",
"2002 LR24",
"2002 LS24",
"2002 LD31",
"2002 LE31",
"2002 LZ45",
"2002 LX64",
"2002 MN",
"2002 MX",
"2002 MY",
"2002 MT1",
"2002 MR3",
"2002 MS3",
"2002 MT3",
"2002 NW",
"2002 NY40",
"2002 NE71",
"2002 OY21",
"2002 PB",
"2002 PN",
"2002 PR1",
"2002 PN6",
"2002 PO6",
"2002 PQ6",
"2002 PC11",
"2002 PD11",
"2002 PW39",
"2002 PX39",
"2002 PY39",
"2002 PE43",
"2002 PF43",
"2002 PO75",
"2002 PG80",
"2002 PE130",
"2002 QZ6",
"2002 QH10",
"2002 QQ40",
"2002 QG46",
"2002 QE47",
"2002 QW47",
"2002 RB",
"2002 RT",
"2002 RR25",
"2002 RD27",
"2002 RO28",
"2002 RC117",
"2002 RZ125",
"2002 RA126",
"2002 RS129",
"2002 RT129",
"2002 RO137",
"2002 RP137",
"2002 RA182",
"2002 RB182",
"2002 SF",
"2002 SN",
"2002 SQ",
"2002 SQ41",
"2002 TV55",
"2002 TX55",
"2002 TZ57",
"2002 TA58",
"2002 TD58",
"2002 TX59",
"2002 TY59",
"2002 TZ59",
"2002 TA60",
"2002 TC60",
"2002 TG66",
"2002 TZ66",
"2002 TA67",
"2002 TR67",
"2002 TS67",
"2002 TH68",
"2002 TY68",
"2002 TZ68",
"2002 TA69",
"2002 TB69",
"2002 TP69",
"2002 TS69",
"2002 TB70",
"2002 UK11",
"2002 UL11",
"2002 UQ12",
"2002 UZ30",
"2002 UV36",
"2002 VQ14",
"2002 VR14",
"2002 VS14",
"2002 VU17",
"2002 VX17",
"2002 VO69",
"2002 VP69",
"2002 VO85",
"2002 VP85",
"2002 VR85",
"2002 VS85",
"2002 VX91",
"2002 VY91",
"2002 VZ91",
"2002 VR94",
"2002 VT94",
"2002 VU114",
"2002 WQ",
"2002 WX12",
"2002 XA",
"2002 XB",
"2002 XO1",
"2002 XT4",
"2002 XU4",
"2002 XW4",
"2002 XM14",
"2002 XO14",
"2002 XS14",
"2002 XM35",
"2002 XY39",
"2002 XB40",
"2002 XF40",
"2002 XO40",
"2002 XP40",
"2002 XQ40",
"2002 XE84",
"2002 XQ90",
"2002 XS90",
"2002 XT90",
"2002 XV90",
"2002 YO2",
"2002 YG4",
"2002 YR5",
"2002 YC12",
"2002 YD12",
"2003 AC1",
"2003 AY2",
"2003 AA3",
"2003 AM4",
"2003 AB23",
"2003 AC23",
"2003 AF23",
"2003 AS42",
"2003 AJ69",
"2003 AK73",
"2003 AA83",
"2003 BN1",
"2003 BM4",
"2003 BN4",
"2003 BB21",
"2003 BW33",
"2003 BS35",
"2003 BV35",
"2003 BC44",
"2003 BC46",
"2003 BK47",
"2003 BR47",
"2003 BS47",
"2003 CA4",
"2003 CC11",1.129
"2003 CG11",
"2003 CL18",
"2003 CO20",
"2003 CQ20",
"2003 DF6",
"2003 DG6",
"2003 DH6",
"2003 DW10",
"2003 DY15",
"2003 DZ15",
"2003 DA16",
"2003 DF16",
"2003 EM1",
"2003 EP4",
"2003 EG16",
"2003 EH16",
"2003 EP16",
"2003 EZ16",
"2003 EC50",
"2003 EJ59",
"2003 EW59",
"2003 FK1",
"2003 FU3",
"2003 FV3",
"2003 FB5",
"2003 FF5",
"2003 FY6",
"2003 FJ8",
"2003 GD",
"2003 GX",
"2003 GF21",
"2003 GG21",
"2003 GH21",
"2003 GJ21",
"2003 GQ22",
"2003 GR22",
"2003 GS22",
"2003 GB34",
"2003 GU41",
"2003 GD42",
"2003 GP51",
"2003 HM",
"2003 HN",
"2003 HW10",
"2003 HN16",
"2003 HP32",
"2003 HT42",
"2003 JX2",
"2003 JY2",
"2003 JG4",
"2003 JD11",
"2003 JD13",
"2003 JN14",
"2003 JO14",
"2003 JP14",
"2003 JV14",
"2003 JC17",
"2003 JD17",
"2003 KF4",
"2003 KW16",
"2003 KQ18",
"2003 LH",
"2003 LW1",
"2003 LW2",
"2003 LN6",
"2003 MN",
"2003 MU",
"2003 ME1",
"2003 MS2",
"2003 MK4",
"2003 ME7",
"2003 MW7",
"2003 NB",
"2003 ND",
"2003 NL7",
"2003 OA3",
"2003 OC3",
"2003 OT13",
"2003 PN5",
"2003 QA",
"2003 QC",
"2003 QK5",
"2003 QU5",
"2003 QQ10",
"2003 QY29",
"2003 QZ29",
"2003 QA30",
"2003 QB30",
"2003 QB31",
"2003 QF70",
"2003 QL96",
"2003 RS1",
"2003 RE2",
"2003 RB5",
"2003 RD5",
"2003 RL10",
"2003 RW10",
"2003 RU11",
"2003 RW11",
"2003 SF",
"2003 SY4",
"2003 SK5",
"2003 SL5",
"2003 SQ15",
"2003 SY17",
"2003 SK36",
"2003 SL36",
"2003 SH84",
"2003 SK84",
"2003 SM84",
"2003 SR84",
"2003 SS84",
"2003 SU84",
"2003 SA85",
"2003 SW130",
"2003 SJ154",
"2003 SV159",
"2003 SF170",
"2003 SJ170",
"2003 SD201",
"2003 SN214",
"2003 SS214",0.856
"2003 SU214",
"2003 SH215",
"2003 SK215",
"2003 SL215",
"2003 SM215",
"2003 SN215",
"2003 SQ222",
"2003 TK1",
"2003 TL1",
"2003 TM1",
"2003 TG2",
"2003 TH2",
"2003 TK2",
"2003 TO9",
"2003 TR9",
"2003 TT9",
"2003 TX9",
"2003 UE",
"2003 UM3",
"2003 UQ3",
"2003 UB5",
"2003 UC5",
"2003 UD5",
"2003 UW5",
"2003 UX5",
"2003 UE8",
"2003 UL9",
"2003 UC10",
"2003 UO12",
"2003 UP12",
"2003 UQ12",
"2003 UY12",
"2003 UY19",
"2003 UB22",
"2003 UC22",
"2003 UE22",
"2003 UG22",
"2003 UP24",
"2003 UO25",
"2003 UP25",
"2003 UQ25",
"2003 UR25",
"2003 UW26",
"2003 UX26",
"2003 UT55",
"2003 VE1",
"2003 WE",
"2003 WG",
"2003 WP7",
"2003 WP21",
"2003 WQ21",
"2003 WU21",
"2003 WR25",
"2003 WW26",
"2003 WY87",
"2003 WH98",
"2003 WJ98",
"2003 WO151",
"2003 WT153",
"2003 WU153",
"2003 WY153",
"2003 WE157",
"2003 WC158",
"2003 WH166",
"2003 XK",
"2003 XM",
"2003 XV",
"2003 XJ7",
"2003 XH10",
"2003 XZ12",
"2003 YJ",
"2003 YM1",
"2003 YN1",
"2003 YP1",
"2003 YQ1",
"2003 YR1",
"2003 YS1",
"2003 YW1",
"2003 YP3",
"2003 YN7",
"2003 YP17",
"2003 YS17",
"2003 YD45",
"2003 YS70",
"2003 YT70",
"2003 YP94",
"2003 YN107",
"2003 YH111",
"2003 YR117",
"2003 YL118",
"2003 YG136",
"2003 YH136",
"2003 YJ136",
"2004 AC",
"2004 AD",
"2004 AM",
"2004 AD1",
"2004 AY1",
"2004 AE6",
"2004 BY1",
"2004 BF11",
"2004 BH11",
"2004 BJ11",
"2004 BK11",
"2004 BM11",
"2004 BV18",
"2004 BW18",
"2004 BZ18",
"2004 BY21",
"2004 BG41",
"2004 BN41",
"2004 BT58",
"2004 BX58",
"2004 BZ74",0.962
"2004 BA75",
"2004 BB75",
"2004 BF85",
"2004 BE86",
"2004 BK86",
"2004 CC",
"2004 CQ",
"2004 CS",
"2004 CZ1",
"2004 CA2",
"2004 CR2",
"2004 CD39",
"2004 CE39",
"2004 CO49",
"2004 CP49",
"2004 CH52",
"2004 DK1",
"2004 DL1",
"2004 DF2",
"2004 DM44",
"2004 DA53",
"2004 EH1",
"2004 EJ1",
"2004 EL20",
"2004 EO20",
"2004 ER21",
"2004 ET21",
"2004 EU22",
"2004 FA",
"2004 FD",
"2004 FE",
"2004 FH",
"2004 FW1",
"2004 FX1",
"2004 FY1",
"2004 FK2",
"2004 FY3",
"2004 FD4",
"2004 FE4",
"2004 FM4",
"2004 FP4",
"2004 FA5",
"2004 FK5",
"2004 FZ5",
"2004 FN8",
"2004 FJ11",
"2004 FY15",
"2004 FB16",
"2004 FN17",
"2004 FB18",
"2004 FC18",
"2004 FF29",
"2004 FG29",
"2004 FH29",
"2004 FJ31",
"2004 FY31",
"2004 FM32",
"2004 FU162",
"2004 GA",
"2004 GD",
"2004 GB2",
"2004 GD2",
"2004 GE2",
"2004 GZ14",
"2004 GB19",
"2004 GC19",
"2004 HB",
"2004 HD",
"2004 HE",
"2004 HL",
"2004 HM",
"2004 HZ",
"2004 HA1",
"2004 HQ1",
"2004 HD2",
"2004 HF12",
"2004 HG12",
"2004 HH20",
"2004 HC33",
"2004 HH33",
"2004 HT38",
"2004 HA39",
"2004 HB39",
"2004 HC39",
"2004 HW53",
"2004 HX53",
"2004 HR56",
"2004 HS56",
"2004 HT59",
"2004 JB",
"2004 JC",
"2004 JN1",
"2004 JO1",
"2004 JP1",
"2004 JR1",
"2004 JO12",
"2004 JP12",
"2004 JO20",
"2004 JU20",
"2004 JV20",
"2004 KA",
"2004 KB",
"2004 KZ",
"2004 KF1",
"2004 KG1",
"2004 KN10",
"2004 KZ14",
"2004 KF15",
"2004 KE17",
"2004 KF17",
"2004 KG17",
"2004 LB",
"2004 LC",
"2004 LK",
"2004 LV",
"2004 LB1",
"2004 LB2",
"2004 LD2",
"2004 LO2",
"2004 LU3",
"2004 LX5",
"2004 LY5",
"2004 LZ5",
"2004 LA6",
"2004 LA10",
"2004 MC",
"2004 MD",
"2004 MN1",
"2004 MO1",
"2004 MP1",
"2004 MR1",
"2004 MS1",
"2004 MV2",
"2004 MW2",
"2004 MX2",1.258
"2004 MO3",
"2004 MP3",
"2004 MO4",
"2004 MB6",
"2004 ME6",
"2004 MQ6",
"2004 MP7",
"2004 NF3",
"2004 NU7",
"2004 NK8",
"2004 NM8",
"2004 OD4",
"2004 OF6",
"2004 OW10",
"2004 PJ",
"2004 PJ2",
"2004 PM2",
"2004 PZ19",
"2004 PE20",
"2004 PF20",
"2004 PG20",
"2004 PY27",
"2004 PS42",
"2004 PU42",
"2004 PR92",
"2004 PS92",
"2004 PB97",
"2004 PD97",
"2004 QB",
"2004 QZ1",
"2004 QA2",
"2004 QX2",
"2004 QB3",
"2004 QD3",
"2004 QR4",
"2004 QN5",
"2004 QO5",
"2004 QG13",
"2004 QJ13",
"2004 QF14",
"2004 QC17",
"2004 QD17",
"2004 QG20",
"2004 QA22",
"2004 QN22",
"2004 RV2",
"2004 RW2",
"2004 RJ9",
"2004 RQ10",
"2004 RW10",
"2004 RY10",
"2004 RB11",
"2004 RC11",
"2004 RS25",
"2004 RC80",
"2004 RE84",
"2004 RF84",
"2004 RQ109",
"2004 RS109",
"2004 RU109",
"2004 RY109",
"2004 RN111",
"2004 RO111",
"2004 RG164",
"2004 RU164",
"2004 RV164",
"2004 RX164",
"2004 RY164",
"2004 RZ164",
"2004 RX165",
"2004 RL251",
"2004 RN251",
"2004 RC252",
"2004 RQ252",
"2004 RH357",
"2004 SA",
"2004 SR",
"2004 SS",
"2004 SA1",
"2004 SB1",
"2004 ST2",
"2004 SY4",
"2004 SA20",
"2004 SD26",
"2004 SE26",
"2004 SR26",
"2004 SS26",
"2004 ST26",
"2004 SU26",
"2004 SW26",
"2004 SU55",
"2004 SC56",0.291
"2004 TA1",
"2004 TN1",
"2004 TP1",
"2004 TE8",
"2004 TB10",
"2004 TD10",
"2004 TE10",
"2004 TF10",
"2004 TG10",1.316
"2004 TJ10",
"2004 TL10",
"2004 TU11",
"2004 TV11",
"2004 TW11",
"2004 TT12",
"2004 TP13",
"2004 TK14",
"2004 TC18",
"2004 TD18",
"2004 TE18",
"2004 TN20",
"2004 TO20",
"2004 TX37",
"2004 UB",
"2004 UE",
"2004 UR",
"2004 UH1",
"2004 UR1",
"2004 US1",
"2004 UT1",
"2004 UV1",
"2004 VP",
"2004 VW",
"2004 VZ",
"2004 VH1",
"2004 VJ1",
"2004 VY14",
"2004 VZ14",
"2004 VM24",
"2004 VZ60",
"2004 VB61",
"2004 VQ65",
"2004 WC1",
"2004 WH1",
"2004 WK1",
"2004 XG",
"2004 XJ",
"2004 XK",
"2004 XO",
"2004 XH3",
"2004 XK3",
"2004 XL4",
"2004 XD6",
"2004 XE6",
"2004 XK14",
"2004 XP14",
"2004 XG29",
"2004 XJ29",
"2004 XK29",
"2004 XL29",
"2004 XM29",
"2004 XN29",
"2004 XO29",
"2004 XJ35",
"2004 XO35",
"2004 XP35",
"2004 XA45",
"2004 XB45",
"2004 XJ50",
"2004 XC51",
"2004 XD51",
"2004 XO63",
"2004 YA",
"2004 YC",
"2004 YD",
"2004 YE",
"2004 YQ",
"2004 YR",
"2004 YG1",
"2004 YJ1",
"2004 YK1",
"2004 YA5",
"2004 YD5",
"2004 YY23",
"2005 AJ3",
"2005 AK3",
"2005 AU3",
"2005 AV3",
"2005 AO19",
"2005 AQ19",
"2005 AV27",
"2005 AX28",
"2005 AZ28",
"2005 BD",
"2005 BU",
"2005 BL1",
"2005 BM1",
"2005 BN1",
"2005 BS1",
"2005 BT1",
"2005 BU1",
"2005 BW1",
"2005 BY1",
"2005 BH14",
"2005 BG28",
"2005 CK",
"2005 CL",
"2005 CM",
"2005 CN",
"2005 CA7",
"2005 CM7",
"2005 CP7",
"2005 CQ7",
"2005 CC37",
"2005 CR37",1.201
"2005 CP38",
"2005 CU38",
"2005 CE41",
"2005 CG41",
"2005 CN61",
"2005 CU61",
"2005 DD",
"2005 DO",
"2005 EA",
"2005 EZ",
"2005 EP1",
"2005 ES1",
"2005 ET2",
"2005 EU2",
"2005 EB30",
"2005 EN30",
"2005 EO30",
"2005 EO33",
"2005 EL70",
"2005 EM70",
"2005 EN70",
"2005 EO70",
"2005 EQ70",
"2005 ER70",
"2005 ET70",
"2005 EC71",
"2005 EH94",
"2005 EQ95",
"2005 ER95",
"2005 ES95",
"2005 ET95",
"2005 EU95",
"2005 EV95",
"2005 EE169",
"2005 EG169",
"2005 EJ169",
"2005 EL169",
"2005 EM169",
"2005 EW169",
"2005 EX169",
"2005 EY169",
"2005 EZ169",
"2005 EZ223",
"2005 ED224",
"2005 FA",
"2005 FC",
"2005 FE",
"2005 FG",
"2005 FJ",
"2005 FK",
"2005 FN",
"2005 FV2",
"2005 FE3",
"2005 GH",
"2005 GJ",
"2005 GK",
"2005 GT",
"2005 GU",
"2005 GL1",
"2005 GJ8",
"2005 GY8",
"2005 GM22",
"2005 GN22",
"2005 GP33",
"2005 GQ33",
"2005 GR33",
"2005 GB34",
"2005 GO59",
"2005 GD60",
"2005 GF81",
"2005 GG81",
"2005 GH81",
"2005 GX110",
"2005 GZ110",
"2005 GX119",
"2005 GA120",
"2005 GZ128",
"2005 GK141",
"2005 GM162",
"2005 HB",
"2005 HF",
"2005 HN3",
"2005 HB4",
"2005 HC4",
"2005 JS1",
"2005 JT1",
"2005 JU1",
"2005 JV1",
"2005 JN3",
"2005 JO3",
"2005 JR5",
"2005 JB22",
"2005 JA45",
"2005 JB46",
"2005 JD46",
"2005 JF46",
"2005 JQ81",
"2005 JT81",
"2005 JU81",
"2005 JJ91",
"2005 JZ93",
"2005 JF108",
